"","word","A2AEA24UF8Z47U","A37PQ1206C9RZP","A38UOBWJF4WFGG","AO8HNJRGZQD0A","A2N5QS96KRPFVO","A7LIT8S8LGRAH","A1SVVVJWT7H51V","AVG2BI8CS5YKX","A40F6EHXE5HXU","A1FJ2AUFVA4PIW","A2PURNW8W7L0LT","A3U3DA0O35IORB","A2LFVSF501ZT5W","A3S82OHUGFBR7L","A7MOPEHSUGVQ","A29FWCDRAWIM8K","A1M7SLIGEI3IH5","A36S7XIINCHR8R","A1P8M5BKOTAA8I","A2V1ZN7OXOH7J4","A2VAMUTJ9WGI4P","AP0ABE3ZSEGPC","A33V10XAI3IWXS","A2FZ90AHSTSHXA","A2TJHKHM8T2SV3","AWZ3AH7JH0DRO","A253Q11TZPQPIZ","A3GYYRNHP635XM","AWMGC78CSF6YL","A3CT5E0WZJL8PG","ACPUTK2MNMYHB","A3O1NDWT4BXNX4","A2XYF4PPQETJYX","A29Y6BVD19FBAE","AHP7FGH4N2TX5","A3S3YW6II31OZV","A3ULFB0PQ1471E","AKEZ83FQITFD8","A13YITU82HLBRK","A289P9QG98HRAZ","A2MSCP411YP41Q","AMYL22GHCON9A","A1INWCFGQI236V","A2O7F23PZP1T9B","A2JKCS6UCAUARS","A1S8D4HVA9HI0X","A279TEENVAAZNB","A3NOO9K3CY1YU5","A2BNOEYZ3VRW2R","A98XHW6B1VSSQ","A2068Z6G94OAGH","A1JGQHSSW8L24P","A3EQVDHHKZRC0K","A3P9YDDTO87QGZ","A2MVFSJBKHUPH9","A2XJRU950S5J87","A3GLUDQZGEJL5G","A36JU4ZU054BRK","ASOBUAZ0IQYSJ","A5U9HUMS31DIR","ACUXGYJAQUZAE","A2UODR1DE3DXTT","A1WURYN1U64Y1T","A3ALSJWTGWPVN8","ALE5RDP8XZL3","A3BFHFBYDCCIGV","A1J8TVICSRC70W","ACB0CSL0QMRGQ","A1WNHQEMEHNCPT","A3RILJPBGAOWN4","A2JRWVPVWD1KAS","A11C7PRG75IWO0","A1DQ7T6BB0VJDP","A38NIARZOSEVUG","A3VKJDJVRTFA1A","A2I6WWFA5KE0MS","AEUGCBFJPU0MX","A2U750ON775R3L","A3CWWX1NWA00S3","A2BJELRJ9N4NA5","A11AUVZ4MCA7VU","A1VXGA62J77RO","ABMVPQ5CQFHGS","AZACM8ZW3MN8N","A32WFJGJ0VUKOO","A312SMYBQW6E0W","A2EB58DNAYBZTM","A2VG5S4UL5UGRS","A1X55V63BZ8MKL","A7ZNPY1T3SX8I","A1I02VZ07MZB7F"
"77","switched",-172.562212324517,-69.1985966225543,145.586477453028,231.79758278816,29.8812534469749,-178.257910714126,98.6964488028197,-14.0419826082653,1078.19212030004,-36.0135785894233,-168.52307751918,52.1834349422273,56.8244174746503,-84.0227172975119,10.5728242262669,62.3359333209891,-185.179122417753,-55.3476476465354,NA,65.6795345562877,28.8453530832644,-30.8474915406489,-69.6298342907046,138.71611079207,-107.634615828724,-32.4379300084227,-15.7386060678116,-83.671680637576,27.7888370292017,-123.205669085699,-53.6252828862437,-136.542991529697,-59.0886302550374,1.78064507323053,-149.904086336778,-24.1081466276813,-54.4477321919178,-45.5836893966298,-45.0947366218128,-224.034339916879,-47.7147527134172,-38.3279538842208,-6.03827259999356,-28.6689167180964,130.309208658191,14.8836250083708,31.2805883434345,227.07813913007,-101.101259360855,52.394787595145,-38.5540854623713,-45.9102547310424,-40.959745517813,-110.990000106914,38.7076329727224,-29.8621461692246,46.1120588805793,-87.6657554375742,-156.076545129832,-27.519633713178,25.8567896821724,-28.9308137484021,-3.42089719620427,-42.2035376172269,-73.2715083555054,113.73778471128,-50.2524175210615,-22.3775441972731,342.877737910165,-18.8723794993018,-62.2739637534991,-42.6380372488655,-75.1917334232743,-26.4597669712789,NA,-123.594589765588,-82.6845499173153,-125.519835167952,-53.3917032460107,-50.1315422209176,-30.0389523218847,-78.3459191866457,-35.226772211251,NA,-17.6474458299654,NA,NA,NA,NA,NA,NA
"78","on",-16.2133317872375,-95.902951659536,-58.6703418039968,257.958679929466,-1.78532762736798,-66.9673615995584,82.0747848503308,28.5569437057012,84.4275142850425,-54.2452880558176,114.203618939374,34.5609687487071,105.174500564464,84.1311548096417,26.6039231595634,57.1281657614286,516.356555553028,53.0904446938184,-9.94583887983329,67.2919219425971,86.7088253647875,-29.6733191238702,-22.660760131915,-58.0206546525022,-85.6127641121392,-25.1510707475398,-3.80502594613368,-25.1886752295648,-5.37772087561467,21.2312440600932,-24.44506612684,-99.5941542488197,89.6952476972605,-3.75822230146388,-29.2437604688867,-39.9150225550166,-24.346485882537,-25.1429881081843,-29.8258727950027,-197.174474817747,-63.0152133287768,84.6935676089073,7.86142098296626,-44.0618206987588,-11.942655303061,28.0890286707271,23.6557544273767,55.9115064738509,-129.051923439273,7.73259745937054,133.44140004018,-5.67849983740208,28.8075428875125,-34.6498027434167,63.9345491708705,-6.16581180977858,56.1338757300804,-11.1222471248153,-51.1533244300255,39.1958641574679,4.41182504872155,-47.1182280938745,3.63410823859875,-14.3075029710109,-28.8902949993624,39.2711399948958,-24.5699879331885,-10.9024479744276,83.4872104374798,-43.7284231633303,24.4797901168164,117.757980533002,-73.2992311076946,-33.533862588776,NA,-21.6450063602979,-32.0900276269841,-108.720279451828,-19.0792146292921,-42.2503720755378,-10.023656680881,-27.9950783663103,116.841890187893,NA,27.1240742372062,NA,NA,NA,NA,NA,NA
"79","the",-55.6048118767842,-86.7855591533724,-24.6275385944926,148.265163739248,2.65910255168917,-55.5157864519863,172.011728842412,44.6237893200401,40.0549486208762,-32.2066698114186,168.749169529615,20.9980464476271,133.782820049495,105.772176125116,-13.7345933293194,223.329460354689,147.600609224565,131.017429303759,NA,-6.81014262178778,-44.7684200154664,29.6309854733334,-57.1556058250466,-59.8978604117401,-55.6164060649034,-21.3655472910203,26.2060440335867,26.7308238691,-5.34996122481194,-15.3415747975387,-5.14176892007391,7.2477062043675,1296.06460137188,19.6649222609852,-109.353814780202,-33.6138765671273,-60.0300269341004,-43.7164383229252,-62.037350099471,-78.9844523342693,-39.4651365595502,145.523314026719,-23.788527947527,-14.6630033686484,-52.234011309519,18.7214613936677,-5.07343991994701,567.439278583221,-56.0601460928702,18.3429624819996,1.44215245642146,-36.8837923196755,132.346328153292,-40.7065023039996,-94.6032701954875,37.2181324636471,59.9635729218302,-19.7128318436085,-62.9738612133266,-11.0900521543064,25.4859858209634,-26.0869923696291,-31.7083926672018,-47.2901754120469,101.04616944128,158.348914114293,-37.8503928645007,-7.14829734490184,69.552298349594,76.4142507806745,-99.4791688615695,-30.9746890973092,-43.6146481602912,-12.5215133191931,NA,-138.636603594513,-13.8557813420393,-95.5202054045155,-40.4646293987452,-58.5639004331011,231.140460712285,-12.3868851696995,118.330446454702,NA,-29.1711791073224,NA,NA,-158.878172588833,NA,NA,NA
"80","light",85.6122279441225,-82.5507741410452,25.4580678245157,136.878131358813,-56.4520370901965,70.3873638431579,125.885616826575,-28.2425194512821,-88.6901827074564,71.8705666773796,-122.159729289903,27.8722018454672,60.9994590195573,39.0542187560649,-18.4116263070848,-108.267950458791,-27.9112834323621,14.8713985236415,198.758168480699,-61.0142717505576,-4.72291077597404,-54.7604053322596,-56.1452972113098,-111.652271930216,-57.6236899704316,-33.7945003779813,-9.77181600697263,3.56982206642958,-25.2944419232065,-66.4872125128027,-20.5351745065418,-79.0685728892581,14.8033087211116,-10.4887886141167,-149.573923402832,259.988415408651,-51.3971090372274,4.13666124759293,-44.4603047084078,-114.604407367313,-67.364983021097,59.1828068623433,0.911574191486349,-46.8653687084276,-52.8167233224349,-57.0136731604511,-36.5318286145944,435.49482280196,-123.076591400064,20.5636925272578,-12.5563427110956,-26.2943772842223,-29.5761013151502,-62.8199014251654,27.3210910717964,3.98602101049842,102.62296730533,-49.8940012811948,-51.6149347799289,-33.6618847778551,2.63430736544696,-62.0245209211383,9.60660552119724,11.7444797058811,51.9190983225661,37.5044623530877,-17.411202727125,0.360003914149647,769.682474173823,12.6995986686839,-5.39708681834134,-43.4400283579318,-82.2454822654844,-42.4968147800275,NA,-92.6197980629429,-49.3872887721497,-85.1200573098901,-42.2354589376514,-55.1909571482277,-36.5313045013829,42.829501223522,32.307558988321,NA,2.2383142036204,NA,NA,NA,NA,NA,NA
"81","in",-66.2133317872375,107.097048340464,51.3296581960032,441.958679929466,-48.785327627368,-93.9673615995584,165.074784850331,62.5569437057012,194.427514285042,-7.24528805581761,-125.796381060626,2.56096874870706,15.1745005644643,22.1311548096417,-28.3960768404366,-46.8718342385714,4.35655555302853,45.0904446938184,NA,84.2919219425971,-7.2911746352125,-62.6733191238702,-52.660760131915,109.979345347498,-101.612764112139,-5.15107074753982,412.194974053866,-56.1886752295648,-14.3777208756147,-26.7687559399068,-64.44506612684,-11.5941542488197,-48.3047523027395,94.2417776985361,-89.2437604688867,-18.9150225550166,7.65351411746302,-89.1429881081843,-46.8258727950027,-37.1744748177473,140.984786671223,60.6935676089073,7.86142098296626,-40.0618206987588,-35.942655303061,-3.91097132927293,33.6557544273767,145.911506473851,-23.0519234392733,73.7325974593705,-36.55859995982,-37.6784998374021,4.80754288751251,-35.6498027434167,47.9345491708705,-6.16581180977858,-6.86612426991961,-10.1222471248153,-43.1533244300255,24.1958641574679,-1.58817495127845,-49.1182280938745,12.6341082385987,-54.3075029710109,-48.8902949993624,23.2711399948958,-12.5699879331885,17.0975520255724,214.48721043748,-19.7284231633303,-73.5202098831836,-29.242019466998,-32.2992311076946,-33.533862588776,NA,-51.6450063602979,-32.0900276269841,-76.7202794518282,-20.0792146292921,-34.2503720755378,-25.023656680881,4.0049216336897,418.841890187893,NA,3.12407423720619,NA,NA,NA,NA,NA,NA
"82","her",234.395188123216,54.2144408466276,72.3724614055074,212.265163739248,-82.3408974483108,-98.5157864519863,170.011728842412,-3.3762106799599,230.054948620876,357.793330188581,-121.250830470385,67.9980464476271,133.782820049495,-23.2278238748839,-29.7345933293194,71.3294603546887,250.600609224565,91.0174293037594,-4.04450309298935,34.1898573782122,-20.7684200154663,-48.3690145266666,-67.1556058250466,-35.8978604117401,-86.6164060649034,18.6344527089797,9.20604403358667,-5.2691761309,-57.3499612248119,137.658425202461,-54.1417689200739,38.2477062043675,129.064601371878,43.6649222609852,-119.353814780202,-33.6138765671273,75.9699730658995,5.28356167707476,-47.037350099471,193.015547665731,-95.4651365595502,81.5233140267193,-39.788527947527,-17.6630033686484,NA,-11.2785386063323,11.926560080053,4.43927858322069,5.93985390712978,-3.65703751800038,-8.55784754357854,-31.8837923196755,-17.6536718467084,-31.7065023039996,-62.6032701954875,-12.7818675363529,20.9635729218302,-50.7128318436085,51.0261387866734,19.9099478456936,-25.5140141790366,-93.0869923696292,-3.70839266720176,-30.2901754120469,-13.9538305587196,33.3489141142931,-45.8503928645007,1.85170265509817,105.552298349594,-43.5857492193255,-112.479168861569,-41.9746890973092,-71.6146481602912,-21.5215133191931,NA,11.3633964054871,-21.8557813420393,-111.520205404515,-27.4646293987452,-27.5639004331011,12.140460712285,3.61311483030047,111.330446454702,NA,10.8288208926776,NA,NA,-309.878172588833,9.146800501882,NA,NA
"83","fish",625.003708033669,-13.6681666472088,83.4152646150115,46.5716475490306,-38.8964672692537,-137.064211304414,640.948672834494,24.690634934379,145.68238295671,3.8319484329805,153.294720119856,24.4351241465471,122.391139534526,-20.5868025594095,-31.0731098182021,93.5307549479488,-52.1553371038985,40.9444139137005,NA,-58.9122071861727,4.75433460427981,-36.0647099294631,-71.6504515181782,-45.775066170978,-103.620048017668,-37.5800238345008,40.217114013307,577.650322967765,-43.3222015740092,-156.914393655171,-23.8384717133079,24.0895666575547,199.433955046495,10.0880668234343,40.5361309084829,-11.3127305792381,-111.713567985664,-11.2898885376662,-8.2488274039394,151.205570149209,648.084940209676,294.353060444531,-15.4384768780203,-25.264186038538,1115.47463268402,-18.6461058833917,0.197365732729297,188.96705069259,-89.0683687464671,2.9533275046287,-30.5570951273371,-63.0890848019489,10.8851134190707,-25.7632018645825,43.8589104381544,55.6020767370727,37.79327011358,19.6965834375984,-64.7943979966278,95.6240315339193,-16.4398534067948,-54.0557566453837,-0.0508935730022594,-22.2728478530829,100.982633881923,184.42668823369,-7.13079779581283,-26.3941467153761,62.6173862617083,-51.4430752753208,-35.4381278399554,210.29264127238,-12.9300652128878,-38.5091640496103,NA,484.371799171272,-67.6215350570945,-89.3201313572028,-29.8500441681983,-52.8774287906644,66.3045781054511,-44.7786919730888,47.8190027215116,NA,-6.466432451851,NA,NA,NA,NA,NA,NA
"84","tank,",235.612227944123,104.449225858955,133.458067824516,55.8781313588129,-71.4520370901965,-128.612636156842,196.885616826575,7.75748054871792,-8.69018270745639,102.87056667738,97.8402707100974,167.872201845467,90.9994590195573,0.0542187560648904,255.588373692915,-28.2679504587911,333.088716567638,118.871398523641,164.758168480699,11.9857282494424,5.27708922402596,-39.7604053322596,-46.1452972113098,192.347728069784,-119.623689970432,-53.7945003779813,102.228183993027,316.56982206643,13.7055580767935,188.512787487197,91.4648254934582,58.9314271107419,-74.1966912788884,-11.4887886141167,-29.5739234028323,-8.01158459134891,-35.3971090372274,-11.8633387524071,-40.4603047084078,94.3955926326867,-7.36498302109699,123.182806862343,0.911574191486349,336.134631291572,-28.8167233224349,-26.0136731604511,-2.5318286145944,88.4948228019602,-62.076591400064,5.56369252725778,-22.5563427110956,-50.2943772842223,10.4238986848498,-91.8199014251654,75.3210910717964,161.986021010498,129.62296730533,-58.8940012811948,43.3850652200711,29.3381152221449,-19.365692634553,-75.0245209211383,-11.3933944788028,-20.2555202941189,-38.0809016774339,52.5044623530877,-80.411202727125,-11.6399960858504,-3.31752582617748,12.6995986686839,-59.3970868183413,-49.4400283579318,-1.24548226548442,53.5031852199725,NA,-112.619798062943,-49.3872887721497,-93.1200573098901,-52.2354589376514,-5.19095714822768,841.468695498617,98.829501223522,-16.692441011679,NA,3.2383142036204,NA,NA,NA,NA,NA,NA
"85","which",205.612227944123,-4.55077414104517,151.458067824516,80.8781313588129,224.547962909803,-115.612636156842,231.885616826575,58.7574805487179,91.3098172925436,9.87056667737956,237.840270710097,89.8722018454672,110.999459019557,-7.94578124393511,178.588373692915,203.732049541209,-7.91128343236208,54.8713985236415,NA,122.985728249442,-29.722910775974,-38.7604053322596,-86.1452972113098,24.3477280697841,-73.6236899704316,-33.7945003779813,38.2281839930274,355.56982206643,-11.2944419232065,-81.4872125128027,38.4648254934582,-31.0685728892581,23.8033087211116,7.51121138588332,-39.5739234028323,-47.0115845913489,108.602890962773,-11.8633387524071,-57.4603047084078,476.395592632687,172.635016978903,99.1828068623433,0.911574191486349,-15.8653687084276,-12.8167233224349,-58.0136731604511,-19.5318286145944,19.4948228019602,-123.076591400064,17.5636925272578,-22.5563427110956,-48.2943772842223,9.42389868484976,45.1800985748346,-3.67890892820358,2.98602101049842,86.6229673053299,581.105998718805,-59.6149347799289,76.3381152221449,-13.365692634553,-50.0245209211383,-2.39339447880276,-44.2555202941189,51.9190983225661,115.504462353088,-18.411202727125,4.36000391414965,29.6824741738225,4.69959866868395,-78.3970868183413,795.559971642068,-11.2454822654844,205.503185219972,NA,107.380201937057,-41.3872887721497,-69.1200573098901,-41.2354589376514,-15.1909571482277,26.4686954986171,66.829501223522,15.307558988321,NA,18.2383142036204,NA,NA,NA,NA,NA,NA
"86","contained",-281.953692414064,81.9187958836093,100.629280662532,82.1040665979421,-66.6743163739679,281.193664433446,37.6333927949011,-40.9751369939264,53.8195546358784,17.0250396549758,156.022473071061,-22.3794873588526,68.4327369596813,63.6183040179625,13.2343077373842,-59.4627720857508,-23.9350687462162,-1.42066303659442,105.363511628074,102.577469991903,-42.6318922969894,-33.5431869434454,-74.1246799838363,-79.1610949671675,-107.638257781488,-48.6524065519032,14.2724639119088,-39.7521815389113,-55.1834033199956,-137.778487943331,-76.3219856794777,-150.701131076509,-12.7192765804203,-18.7962103643204,-210.014140648093,-25.807000639792,-10.1312732434813,-14.1571396113707,322.693786073719,-185.844317433401,-65.1646759441906,94.5017925335912,-13.6882215304869,-45.270099387986,114.017852651733,-55.4839422686886,-0.44860600388919,-65.3940887605607,-103.109482014452,21.0051526177741,-30.5533330461298,-54.1155472133158,3.5790397479661,-77.0466996674971,-103.830186393636,29.5217981042011,53.9417560723292,-67.2563401563674,-38.8970819131335,-46.8055500249524,-0.0690495455858288,-58.8995780241567,-15.7633981020048,-16.1862100582629,6.66495608513744,106.815558830677,-66.5328224523737,4.37660643225261,23.9428258222795,-50.7297055552971,41.767077268115,-57.3707068791768,-72.5071504758709,9.5525822983039,NA,-130.586186999803,15.5496963676295,-104.319761120639,-85.7771180154638,-35.4450705784809,-39.8748349287187,NA,-6.73821594444174,NA,1.05730082550602,NA,NA,-48.3553299492385,NA,NA,NA
"87","three",5.61222794412252,-20.5507741410452,NA,120.878131358813,-72.4520370901965,213.387363843158,49.8856168265752,95.7574805487179,1131.30981729254,87.8705666773796,67.8402707100974,74.8722018454672,124.999459019557,224.054218756065,29.5883736929152,275.732049541209,42.0887165676379,70.8713985236415,NA,57.9857282494424,74.277089224026,-22.7604053322596,-56.1452972113098,-47.6522719302159,-88.6236899704316,-23.7945003779813,54.2281839930274,-43.4301779335704,-63.2944419232065,108.512787487197,-35.5351745065418,-86.0685728892581,54.8033087211116,3.51121138588332,-129.573923402832,-35.0115845913489,68.6028909627726,-28.8633387524071,118.539695291592,77.3955926326867,287.635016978903,3.18280686234325,0.911574191486349,-38.8653687084276,99.1832766775651,-26.0136731604511,67.4681713854056,-47.5051771980398,-62.076591400064,19.5636925272578,-22.5563427110956,-31.2943772842223,-3.57610131515024,-42.8199014251654,74.3210910717964,54.9860210104984,142.62296730533,60.1059987188052,-83.6149347799289,60.3381152221449,46.634307365447,111.975479078862,7.60660552119724,-28.2555202941189,30.9190983225661,412.504462353088,-49.411202727125,5.36000391414965,108.682474173823,-19.300401331316,-58.3970868183413,-25.4400283579317,-75.2454822654844,125.503185219973,NA,-32.6197980629429,-41.3872887721497,-101.12005730989,-55.2354589376514,-29.1909571482277,-35.5313045013829,602.829501223522,-1.69244101167903,NA,306.23831420362,NA,-203.444174757282,NA,NA,NA,NA
"88","fish.",1545.61222794412,230.449225858955,242.458067824516,-15.1218686411871,-56.4520370901965,529.387363843158,331.885616826575,38.7574805487179,1.30981729254361,321.87056667738,77.8402707100974,432.872201845467,126.999459019557,471.054218756065,64.5883736929152,27.7320495412089,-12.9112834323621,662.871398523642,54.7581684806985,298.985728249442,33.277089224026,-6.76040533225956,13.8547027886902,NA,-135.623689970432,56.2054996220187,22.2281839930274,254.56982206643,-47.2944419232065,197.512787487197,-41.5351745065418,194.931427110742,-64.1966912788884,35.5112113858833,-49.5739234028323,-35.0115845913489,44.6028909627726,-11.8633387524071,111.539695291592,-115.604407367313,198.635016978903,186.182806862343,-31.0884258085137,65.1346312915724,123.183276677565,-26.0136731604511,162.468171385406,-37.5051771980398,-2.07659140006398,18.5636925272578,-12.5563427110956,-35.2943772842223,-48.5761013151502,-83.8199014251654,152.321091071796,185.986021010498,352.62296730533,121.105998718805,-82.6149347799289,29.3381152221449,130.634307365447,145.975479078862,10.6066055211972,-36.2555202941189,93.9190983225661,NA,18.588797272875,-3.63999608585035,28.6824741738225,-19.300401331316,-98.3970868183413,25.5599716420683,11.7545177345156,77.5031852199726,NA,17.3802019370571,662.61271122785,-117.12005730989,-50.2354589376514,-26.1909571482277,621.468695498617,194.829501223522,15.307558988321,NA,2.2383142036204,NA,NA,NA,NA,NA,NA
"89","At",373.786668212762,107.097048340464,25.3296581960032,17.958679929466,-48.785327627368,108.032638400442,246.074784850331,33.5569437057012,74.4275142850425,54.7547119441824,44.2036189393744,-12.4390312512929,55.1745005644643,61.1311548096417,19.6039231595634,-36.8718342385714,-111.643444446971,77.0904446938184,NA,156.291921942597,6.7088253647875,-62.6733191238702,7.339239868085,21.9793453474978,-54.6127641121392,-15.1510707475398,12.1949740538663,349.811324770435,32.6222791243853,-65.7687559399068,-20.44506612684,-4.59415424881969,231.695247697261,30.2417776985361,230.756239531113,-32.9150225550166,231.653514117463,-26.1429881081843,-22.8258727950027,-180.174474817747,-49.0152133287768,796.693567608907,-8.13857901703374,34.9381793012412,140.057344696939,-3.91097132927293,28.6557544273767,-56.0884935261491,130.948076560727,43.7325974593705,13.44140004018,-21.6784998374021,-39.1924571124875,-34.6498027434167,16.9345491708705,18.8341881902214,97.1338757300804,38.8777528751847,20.8466755699745,-22.8041358425321,30.4118250487215,-75.1182280938745,16.6341082385987,-15.3075029710109,139.109705000638,86.2711399948958,-69.5699879331885,-6.90244797442758,-116.51278956252,-19.7284231633303,-108.520209883184,33.757980533002,-15.2992311076946,61.466137411224,NA,-21.6450063602979,135.909972373016,-92.7202794518282,-20.0792146292921,-32.2503720755378,21.976343319119,260.00492163369,169.841890187893,NA,2.12407423720619,NA,NA,NA,NA,NA,NA
"90","first,",-43.7792521454241,4.56661836511844,-106.49912896598,259.184615168595,-59.0076069111394,-14.16106100927,84.8225608186567,-30.1756738369432,96.9372516283773,93.9091849217786,NA,61.3092795443872,117.607778504588,67.6952400715393,-15.7501427959676,79.933344134469,-8.66722976082561,52.7983831335825,-10.3404957324576,-8.1163363149425,2.79984384377211,-40.456100735056,-70.6401429044414,-57.5294776894538,97.3726680768042,-20.0089769214618,-44.7607460272523,149.489321165094,-17.2666822724037,-96.0600313704346,254.768122700224,-147.226712436071,23.1726623957286,49.9343559483324,-19.6839777141475,-28.7104386034597,-15.0806500887909,-27.436788967148,-56.6717820128761,19.5856151161647,-55.8149062518704,112.012553280155,-22.738374739007,-19.4665513783172,NA,-2.38124043751044,-6.2610229619181,-66.97740508867,-3.08481405366087,73.1740575498869,-14.5555902948542,-17.4996697664957,82.9626839506288,152.123399014252,72.7832717054384,-3.63003471607591,77.4526644970797,-38.4845859999879,-79.4354715632301,-51.9478010896294,87.7084681376888,-86.9932851968929,0.264104615396737,-27.2381927351549,-117.144437236791,-31.4177635275149,22.3083923415628,5.11415454367539,-104.252437914063,-11.1577273873113,-122.356045796727,-35.172697988243,-86.560899318081,33.5155344895554,NA,-99.6113952971579,48.8469575127951,-95.9199832625774,-53.6208737071045,-22.504485505791,-76.3671871082168,-5.56230557986722,216.79611525513,NA,5.94306085909181,NA,NA,NA,NA,NA,NA
"91","she",-35.6048118767842,39.2144408466276,93.3724614055074,172.265163739248,-51.3408974483108,-121.515786451986,162.011728842412,25.6237893200401,40.0549486208762,107.793330188581,298.749169529615,-41.0019535523729,115.782820049495,-23.2278238748839,-0.734593329319381,-48.6705396453113,88.600609224565,91.0174293037594,197.955496907011,9.18985737821222,-0.768420015466347,-34.3690145266666,32.8443941749534,-59.8978604117401,-102.616406064903,-21.3655472910203,10.2060440335867,25.7308238691,-40.3499612248119,111.658425202461,12.8582310799261,149.247706204367,-7.93539862812247,21.6649222609852,-19.3538147802019,-7.61387656712734,11.9699730658996,-59.7164383229252,-65.037350099471,-95.9844523342693,-14.4651365595502,33.5233140267193,-7.78852794752704,-37.6630033686484,-60.234011309519,19.7214613936677,-0.0734399199470054,55.4392785832207,64.9398539071298,39.3429624819996,-8.55784754357854,104.116207680325,80.3463281532916,-21.7065023039996,-47.6032701954875,7.21813246364708,70.9635729218302,19.2871681563915,-77.9738612133266,-27.0900521543064,363.485985820963,-8.08699236962914,-4.70839266720176,-14.2901754120469,-54.9538305587196,-44.6510858857069,-8.85039286450067,-25.1482973449018,70.552298349594,4.41425078067448,-83.4791688615695,-35.9746890973092,-35.6146481602912,26.4784866808069,NA,591.363396405487,18.1442186579607,-87.5202054045155,-21.4646293987452,-35.5639004331011,13.140460712285,35.6131148303005,41.3304464547023,NA,-24.1711791073224,NA,NA,NA,NA,NA,NA
"92","could",-134.387772055877,198.449225858955,-88.5419321754843,72.8781313588129,-56.4520370901965,-130.612636156842,293.885616826575,14.7574805487179,51.3098172925436,-6.12943332262045,-102.159729289903,27.8722018454672,109.999459019557,0.0542187560648904,-13.4116263070848,43.7320495412089,-176.911283432362,6.87139852364149,NA,-5.0142717505576,-29.722910775974,-53.7604053322596,-86.1452972113098,104.347728069784,-103.623689970432,-33.7945003779813,-25.7718160069726,-11.4301779335704,-94.2944419232065,-50.4872125128027,-41.5351745065418,26.9314271107419,-41.1966912788884,11.5112113858833,-139.573923402832,-62.0115845913489,36.6028909627726,52.1366612475929,-64.4603047084078,302.395592632687,-2.36498302109699,11.1828068623433,-15.0884258085136,-34.8653687084276,-44.8167233224349,-57.0136731604511,-2.5318286145944,-38.5051771980398,-16.076591400064,39.5636925272578,-82.5563427110956,-25.2943772842223,-37.5761013151502,-82.8199014251654,-19.6789089282036,41.9860210104984,90.6229673053299,-38.8940012811948,-58.6149347799289,60.3381152221449,-5.36569263455304,-84.0245209211383,-8.39339447880276,4.74447970588107,19.9190983225661,-25.4955376469123,-54.411202727125,-30.6399960858504,28.6824741738225,20.6995986686839,-115.397086818341,-62.4400283579318,-62.2454822654844,20.5031852199725,NA,7.38020193705709,150.61271122785,-85.1200573098901,4.7645410623486,-14.1909571482277,-66.5313045013829,-5.17049877647799,-12.692441011679,NA,-5.7616857963796,NA,NA,NA,NA,NA,NA
"93","see",34.3951881232158,163.214440846628,108.372461405507,75.2651637392483,-28.3408974483108,114.484213548014,221.011728842412,2.6237893200401,150.054948620876,91.7933301885815,-91.2508304703846,114.998046447627,63.7828200494953,104.772176125116,8.26540667068062,-40.6705396453113,-10.399390775435,435.017429303759,328.955496907011,-23.8101426217878,-6.76842001546635,-50.3690145266666,-37.1556058250466,-19.8978604117401,-102.616406064903,-11.3655472910203,362.206044033587,151.7308238691,4.65003877518806,24.6584252024612,27.8582310799261,46.2477062043675,-39.9353986281225,131.664922260985,-69.3538147802019,-0.613876567127342,-9.03002693410045,5.28356167707476,-46.037350099471,144.015547665731,291.53486344045,49.5233140267193,-7.78852794752704,-21.6630033686484,-76.234011309519,50.7214613936677,3.92656008005299,-32.5607214167793,-56.0601460928702,58.3429624819996,-18.5578475435785,-22.8837923196755,5.34632815329159,-20.7065023039996,-0.603270195487536,36.2181324636471,96.9635729218302,-0.712831843608486,-45.9738612133266,129.909947845694,-13.5140141790366,-46.0869923696291,0.291607332798243,9.70982458795307,-24.9538305587196,252.348914114293,-40.8503928645007,-18.1482973449018,59.552298349594,-51.5857492193255,-79.4791688615695,7.02531090269075,-42.6146481602912,35.4784866808069,NA,-78.6366035945129,26.1442186579607,-103.520205404515,-32.4646293987452,-59.5639004331011,-18.859539287715,-52.3868851696995,113.330446454702,NA,-4.1711791073224,NA,NA,NA,NA,NA,NA
