"","word","A2TG01V56PAL65","A2EAIMII6MSIO5","A3NMC1E54BML7K","A11AUVZ4MCA7VU","A117RW2F1MNBQ8","A21L2ZM379FG7","AER86HM7LU5G","AOVB3KCIIJLRJ","A2BJ35SLVKCUL7","A2U750ON775R3L","A2DGJ8T7C3HMCQ","A1IWL4WQTKN1PR","A1W079WCHEQKX6","ACYV5TUADOWEA","A1E3RC5YPKVB4F","A2OIFE4TAQ7AEI","A2PE5UDQ5WG2R0","AM7UBKT777C3R","A2VCTDV17CKH2X","A3EQVDHHKZRC0K","A15QI1G4FCMV5E","A2XPQ8KYFKI6FD","A7LIT8S8LGRAH","ANL7UI5ES4L18","AY1ZVSTHEQDH8","A2JRWVPVWD1KAS","A1FNEVG87BS5K0","A1JBTEJN14MFFA","A2LFX0LP92GLCQ","A2GNS1SQLQNMR2","A1VXGA62J77RO","A3M0KT6KUJEZD1","A2XKIJJPWTOQ5Z","A2I2OHYPL49ZAI","A2HS4FQ4DR4GIK","A35QV79054LGTU","AWZ83IBW10B96","A2MVFSJBKHUPH9","A1SYR0UUMZM2VH","A23PSX2ZO4F65Q","A1LDS7FXQNGLEN","A11KMPAZSE5Q0Q","A14N0AMVXOBZYH","A26LA7PUZG0N8S","A1RCM1Y87J0FGW","A2MSCP411YP41Q","AOZ06WXWI630","A8L4UTQ8RXDFS","A36TOO4WWGEEPW","AZTDJC8RWO5C5","A2L6GS9A2MMQK4","A3SWH7DHWHP0BO","A3NOO9K3CY1YU5","ANDPWG91K8OEX","A21TTUZSQ5ZE6C","AK9FN3FCOY9Q2","A127R5QI5OGBIK","A3TK9CLBA65ZZE","AK7YVYGMIF6T0","A2AB80GWC0LU0P","A25OW5OQG4B8FR","ARGHS9P7FVR3W","A3OQ1JKWS02NMF","A911XMMVXT7IU","A39GZHNGT87G5N","A5FJBKJ8K5I6S","A2NJGU26SOMOKV","AA8O3Z9L0FSW1","A1U1QL617G5DU3","ACUXGYJAQUZAE","A2TJHKHM8T2SV3","A1RWNYJA5X25YH","A1RE0RBV10VAVC","A38UOBWJF4WFGG","A3S3YW6II31OZV","AJDL05304W8E","AOTSROWZG1XS1","A3EZCOCQU4QNCO","A3QJPB0NZU5PY1","A2RPQGUWVZPX7U","A14SNQOYGXPZ7K","A1WXZPUAXDE0DQ","A1JY8OZHGDL9GR","AEX85SLEN727","A3T8CCUYDNT61C","ARNTOT4L28BBP","A3UDP95JGEX3H1","A1H314LD953G5Q","ACTW5YEWV9OR0","ALE5RDP8XZL3","AKEZ83FQITFD8","AEUGCBFJPU0MX","A37I1ETWW49IZO","A14WWG6NKBDWGP"
"42","Aqua,",120.092375682742,184.279947106652,20.9120717387636,89.5643165182032,-12.112450915859,147.755222057376,79.6678300980453,113.718026093075,58.3987043261412,120.526967647283,218.697740004197,250.864574198301,140.553301321121,-14.4813635797715,169.579671450657,32.0345572590701,80.2183253996144,1111.54593191109,39.1888593101915,127.562088202423,46.9429692443008,381.309206358705,479.385364177264,-37.2671188357232,60.1215088829021,95.7801673467826,2.91968835291015,3.50186896314074,-9.27310432445138,176.610349815425,-13.0562855556954,13.6874516387526,16.6482337740936,-149.595783019351,19.2051280724718,201.360143881548,10.4634866934029,-32.1096469324464,-19.1364961275603,43.9202010056502,-24.6386148522472,-34.9833831116921,72.1965480668638,157.175237988964,-17.2698698555265,93.5310612238538,9.92595953126013,325.54943595399,-28.3255759817995,8.61747430932573,248.41671823431,303.018426026614,82.2914217413734,-68.646891897876,NA,186.729023944968,258.815093876321,-67.2751449767407,5.20614823358993,70.2391060547596,NA,173.167378874764,102.705764734835,NA,36.7726973687608,112.540753507337,13.2951862982698,208.761328959537,201.28637849315,66.943473122372,88.8445780094236,-2.340663818291,-66.5116971833511,154.342811850823,188.163747583193,-125.971619247601,46.6889030120072,-35.3029713026258,54.4278025870814,91.0144157259088,NA,93.5093025151302,-11.2152402258542,-5.1107592801031,82.3063321942095,55.2228746013908,6.48850105310793,84.2856394749821,218.161232170522,264.675614714394,-16.5827861267378,218.390816545508,125.323387154533,NA
"43","who",346.648235137539,25.9297330095827,6.29010793710458,-19.7219454379573,-53.7537224504619,63.040647755903,-102.944655601669,107.915991522883,-88.9856931667486,99.1378240378683,23.0158584061892,225.081792801474,89.1140792869797,104.551191068446,150.515706909566,57.481650995158,-17.1143290615303,-2.34491727925686,24.2410092804233,104.822962308295,31.5174856537064,140.974560331967,180.969431221863,-36.086920456351,73.6619792630874,322.603846315072,2.78572248421514,-2.27481805594814,-38.7244234538286,9.48939287328212,4.80800388752588,229.755474356745,17.4687823715133,1264.14001093102,-21.8469856018708,-74.4937631532058,-6.60824751888056,31.6599742293998,-16.0307198029892,-31.7592036892497,-21.8960086829666,-19.2320844446421,28.8458659959103,108.630207485771,18.8036250267312,97.045171226295,-11.1355224535789,8.43682883932829,-43.5171622867323,190.390001126534,136.703618739392,-10.6626348717673,90.349070313238,-83.8463009796155,537.88027002733,184.204083529798,-1.32256869716295,-22.9321921744082,-4.83516188738974,-45.1471549253343,NA,6.86461538138564,17.7086789972347,NA,6.19061896140563,81.5426714772391,40.0661477652593,-17.1285328985316,-45.7151309151162,-62.8661809348122,61.8437356922348,-47.0641879287163,-10.3587609150153,-4.41705666906696,230.034392429642,-52.8538399567564,35.6566039448896,-2.13346459110117,-34.7770702772586,30.0810680172586,NA,10.6787761515557,175.189636110501,54.5871204510953,-15.9146351831653,-19.6349889832715,-1.28246230431479,15.0759695607378,-90.2281049206827,-22.831455907446,-30.8929902990032,60.077302234502,-14.0793812792867,-70.1885906981206
"44","danced",677.814445955343,75.9550541551864,-11.776946360407,-89.7925525037165,-47.7918151485576,65.1125092081126,29.9740729479022,197.119043378172,182.090903072586,74.2215394519909,-20.9613191967986,45.2559648967144,102.772912338191,246.00235909612,362.611653721203,33.8110103910261,-3.61534736981322,-173.508643493737,38.6627843250756,43.9316511494871,-1.34428896040202,46.9765293720738,337.093330654964,-31.3572180254092,54.8512736928094,93.8683278626379,-7.01332871274235,-4.60978752731482,-9.54744475976279,40.1708282864966,-20.4884302773061,374.153440279756,-5.26204052461619,107.536320005465,16.2311849096431,6.78709739892521,-61.0006462004554,-16.4944575133696,-7.1893842898458,1.75990335310007,-28.0099179368875,-18.8590324452171,-10.1281108976595,-18.5522467594394,-29.3066172966554,39.7740062226332,-26.0432994763203,29.1057395113214,-79.7297828293331,35.7312109007214,-8.72673201823095,-29.6410435241949,37.7625974554411,208.952812642994,NA,107.991494152553,-46.1160748369365,-10.4466213779069,25.2268032940798,-67.0677634551934,167.901449948042,51.3187606214527,147.704307603634,NA,12.0637365724384,136.539794522385,-12.090294435225,-46.2937401114286,-24.7128668027163,-21.1516998490359,54.844999168018,NA,-79.5881653175191,-23.7772538892314,127.228425159968,-53.5305088930238,-19.794947454434,55.1122753416119,86.0302390192514,85.9810895802339,NA,-47.5754343030826,0.0823216059682237,264.040300854298,NA,-24.8481936062781,6.8739827318193,8.39047443210427,-68.1440992838753,-96.5708499746863,-34.4276840406051,17.5475737010113,23.5247713714426,107.624146811195
"45","on",366.926164864937,55.2546259610482,298.979126036275,253.634923583962,-52.0743582177633,85.6833606051664,-84.2508984515256,164.514974237787,-42.6778919131936,61.4432522331608,69.6749176071851,72.6904021030608,62.8944682699092,52.0674683925549,582.48372463902,-25.2948021367981,67.7193437078973,-279.29034187443,40.7670842655392,76.4533993612316,47.8047438584093,-56.6927626814025,329.261464744163,-23.9968212666649,86.9322144531801,-44.4843142007834,22.7187395498676,-37.1631615654926,1.54991698148286,65.9289144022106,-74.7598513908635,2353.28948571574,110.379056670223,95.0079079061982,36.1269575609579,1.07928332941714,0.855885374977721,1.04478481032295,-12.9778316407037,-9.59890603669958,6.47529440167372,-27.3564351111171,-40.8294750395664,7.35769223417491,93.8403724678601,70.8022262275157,53.8337365540015,-119.119474718003,-39.1129554391987,101.276264535139,8.84706899193312,57.9968346790419,21.8778945991703,-51.4460055204853,305.201720820752,132.941613322213,-36.3913999839051,-0.760715773242013,15.1441830521204,-36.8402854153813,57.6215026688579,28.7132336346966,52.7101361284347,NA,25.899579757728,15.5436304621904,-14.5483715012459,-82.0734638275659,-37.7158856192495,378.228992036596,63.8433145336404,98.5740500160711,-27.2822927808474,-0.29699092901215,-49.0302851471338,-53.2949503113339,6.1404544113308,-64.5487112353389,23.6204932905714,26.1143941629336,NA,64.7635129697685,0.892074278678508,41.4360603166945,121.474881128147,-32.5639207756026,-62.6679439830261,5.9711346036156,-58.9227734662852,-65.5849912183659,-14.0480923851359,44.9205450789989,-8.28076549619651,36.8738301321074
"46","the",159.648235137539,200.929733009583,56.2901079371046,198.278054562043,83.2462775495381,363.040647755903,101.055344398331,280.915991522883,301.014306833251,41.1378240378683,55.0158584061892,-7.91820719852583,402.11407928698,8.55119106844612,544.515706909566,-30.518349004842,232.88567093847,848.655082720743,24.2410092804233,84.8229623082955,15.5174856537064,-15.0254396680334,164.969431221863,-4.08692045635097,50.6619792630874,63.6038463150719,2.78572248421514,0.725181944051863,-8.72442345382856,17.4893928732821,-59.1919961124741,211.755474356745,-41.5312176284867,240.140010931015,17.1530143981292,109.506236846794,14.3917524811194,-30.3400257706002,-7.03071980298924,-61.7592036892497,-53.8960086829666,-19.2320844446421,-43.1541340040897,0.630207485771344,-18.1963749732688,37.045171226295,173.864477546421,-118.563171160672,-89.5171622867323,737.390001126534,-22.2963812606079,339.337365128233,64.349070313238,-43.8463009796155,126.88027002733,274.204083529798,-61.322568697163,-25.9321921744082,-54.8351618873897,-58.1471549253343,22.191489488654,6.86461538138564,39.7086789972347,NA,19.1906189614056,144.542671477239,25.0661477652593,-145.128532898532,-20.7151309151162,NA,14.8437356922348,48.9358120712837,19.6412390849847,-17.417056669067,-59.9656075703583,-52.8538399567564,35.6566039448896,1.86653540889883,-5.7770702772586,66.0810680172586,NA,10.6787761515557,27.1896361105009,-27.4128795489047,-61.9146351831653,-50.6349889832715,-33.2824623043148,-16.9240304392622,-101.228104920683,52.168544092554,-14.8929902990032,52.077302234502,-52.0793812792867,122.811409301879
"47","silver",-56.185554044657,NA,38.223053639593,1227.20744749628,-19.7918151485576,155.112509208113,60.9740729479022,561.119043378171,272.090903072586,4.22153945199086,-84.9613191967986,77.2559648967144,367.772912338191,158.00235909612,486.611653721203,1.81101039102614,105.384652630187,232.491356506263,38.6627843250756,104.931651149487,-17.344288960402,15.9765293720738,-159.906669345036,-11.3572180254092,38.8512736928094,-180.131672137362,-7.01332871274235,64.3902124726852,-9.54744475976279,56.1708282864966,-52.4884302773061,235.153440279756,-23.2620405246162,443.536320005465,-95.7688150903569,216.787097398925,-86.0006462004554,-16.4944575133696,-14.1893842898458,-28.2400966468999,13.9900820631125,-34.8590324452171,-2.12811089765946,73.4477532405606,4.69338270334464,17.7740062226332,65.9567005236797,-57.8942604886786,-56.7297828293331,-74.2687890992786,-23.726732018231,119.358956475805,-49.2374025445589,-61.0471873570062,258.915917647065,327.991494152552,-66.1160748369365,-7.44662137790689,5.22680329407978,102.932236544807,542.901449948042,101.318760621453,68.7043076036344,NA,-8.93626342756162,128.539794522385,58.909705564775,-46.2937401114286,101.287133197284,403.848300150964,164.844999168018,108.021098236922,60.411834682481,39.2227461107686,-72.7715748400316,-54.5305088930238,-20.794947454434,-5.88772465838813,28.0302390192514,14.9810895802339,NA,-73.5754343030826,0.0823216059682237,-12.9596991457023,-91.0831841171031,-87.8481936062781,-83.1260172681807,-0.609525567895726,-89.1440992838753,7.42915002531366,-32.4276840406051,-22.4524262989887,-96.4752286285574,NA
"48","backs",229.092375682742,41.2799471066518,30.9120717387636,26.5643165182032,-84.112450915859,57.7552220573761,516.667830098045,754.718026093075,48.3987043261412,80.5269676472833,25.6977400041973,83.864574198301,15.5533013211208,9.51863642022849,201.579671450657,59.0345572590701,252.218325399614,-244.45406808891,7.18885931019153,403.562088202423,-33.0570307556992,333.309206358705,28.3853641772639,-16.2671188357231,93.1215088829021,-44.2198326532174,2.91968835291015,10.5018689631407,-19.2731043244514,88.6103498154251,620.943714444305,-26.3125483612474,-13.3517662259064,50.4042169806487,-84.7948719275282,-17.6398561184518,-49.5365133065971,30.8903530675536,-12.1364961275603,3.92020100565016,-55.6386148522472,-42.9833831116921,-47.8034519331362,100.175237988964,-39.2698698555265,11.5310612238538,349.92595953126,-66.4505640460096,-25.3255759817995,-85.3825256906743,-23.5832817656899,30.0184260266143,-69.7085782586266,-58.646891897876,100.237368440487,236.729023944968,-11.1849061236786,10.7248550232593,-4.79385176641007,316.23910605476,47.3314631282461,133.167378874764,213.705764734835,NA,10.7726973687608,177.540753507337,117.29518629827,368.761328959537,-11.7136215068496,61.943473122372,572.844578009424,-18.340663818291,3.48830281664886,-11.6571881491766,28.1637475831928,-53.9716192476014,-0.311096987992833,-19.3029713026258,125.427802587081,84.0144157259088,NA,-83.4906974848698,1.78475977414579,57.8892407198969,3.30633219420954,8.22287460139077,-89.5114989468921,71.2856394749821,-74.8387678294778,-39.3243852856062,-16.5827861267378,122.390816545508,-96.6766128454672,NA
"49","of",116.926164864937,13.2546259610482,-11.0208739637249,3.63492358396247,-150.074358217763,75.6833606051664,87.7491015484744,787.514974237787,-122.677891913194,61.4432522331608,37.6749176071851,191.690402103061,-62.1055317300908,-3.93253160744506,112.48372463902,100.705197863202,51.7193437078973,-244.29034187443,40.7670842655392,183.453399361232,-0.19525614159074,-9.69276268140253,-60.7385352558374,-10.9968212666649,127.93221445318,49.5156857992166,2.71873954986764,-37.1631615654926,-8.45008301851714,57.9289144022106,124.240148609137,-88.7105142842588,-67.6209433297768,199.007907906198,-83.8730424390421,56.0792833294171,70.8558853749777,32.044784810323,-10.9778316407037,50.4010939633004,-17.5247055983263,-51.3564351111171,55.1705249604336,151.357692234175,32.8403724678601,167.802226227516,-6.16626344599848,-55.1194747180027,731.887044560801,-147.723735464861,-24.1529310080669,-12.0031653209581,-67.1221054008297,-71.4460055204853,88.2017208207518,352.941613322213,-6.39139998390512,-5.76071577324201,-4.85581694787958,-5.84028541538132,10.6215026688579,38.7132336346966,97.7101361284348,NA,38.899579757728,1071.54363046219,-14.5483715012459,461.926536172434,-39.7158856192495,-21.7710079634044,125.84331453364,34.5740500160711,-57.2822927808474,-14.2969909290122,0.969714852866165,-51.2949503113339,-10.8595455886692,-28.5487112353389,108.620493290571,-9.88560583706642,NA,165.763512969768,-9.10792572132149,-38.5639396833055,-37.5251188718527,-32.5639207756026,-54.6679439830262,34.9711346036156,179.077226533715,-51.5849912183659,-14.0480923851359,60.9205450789989,-67.2807654961965,NA
"50","the",-28.3517648624612,78.9297330095827,-13.7098920628954,105.278054562043,-154.753722450462,133.040647755903,-102.944655601669,2122.91599152288,81.0143068332514,65.1378240378683,-90.9841415938108,-6.91820719852583,-82.8859207130203,8.55119106844612,302.515706909566,69.481650995158,-48.1143290615303,582.655082720743,24.2410092804233,72.8229623082955,-0.482514346293561,1828.97456033197,-117.030568778137,-12.086920456351,105.661979263087,-35.3961536849281,-7.21427751578486,-53.2748180559481,-8.72442345382856,40.4893928732821,-51.1919961124741,499.755474356745,-47.5312176284867,-183.859989068985,-102.846985601871,80.5062368467942,18.3917524811194,-31.3400257706002,-5.03071980298924,-71.7592036892497,-33.8960086829666,-51.2320844446421,-27.1541340040897,52.6302074857714,-25.1963749732688,-57.954828773705,142.864477546421,-128.563171160672,3.4828377132677,-247.609998873466,-22.2963812606079,107.337365128233,-6.65092968676201,-73.8463009796155,175.88027002733,174.204083529798,-51.322568697163,-29.9321921744082,5.16483811261026,-30.1471549253343,287.191489488654,16.8646153813856,31.7086789972347,NA,9.19061896140563,231.542671477239,112.066147765259,14.8714671014684,-46.7151309151162,-18.8661809348122,61.8437356922348,0.93581207128372,-110.358760915015,-26.417056669067,-19.9656075703583,-53.8538399567564,100.65660394489,-22.1334645911012,58.2229297227414,14.0810680172586,NA,-34.3212238484443,-11.8103638894991,-2.4128795489047,-22.9146351831653,-3.63498898327148,336.717537695685,22.0759695607378,-24.2281049206827,28.168544092554,-30.8929902990032,36.077302234502,-92.0793812792867,-50.1885906981206
"51","fishes",130.814445955343,42.9550541551864,-31.776946360407,1744.20744749628,-163.791815148558,135.112509208113,201.974072947902,188.119043378172,-57.9090969274139,44.2215394519909,237.038680803201,93.2559648967144,165.772912338191,14.0023590961197,376.611653721203,111.811010391026,512.384652630187,-168.508643493737,22.6627843250756,57.9316511494871,-17.344288960402,-47.0234706279262,-16.9066693450356,7.64278197459076,70.8512736928094,310.868327862638,-17.0133287127424,100.390212472685,-19.5474447597628,17.1708282864966,-99.4884302773061,11.1534402797565,-55.2620405246162,171.536320005465,-80.7688150903569,163.787097398925,-75.0006462004554,-31.4944575133696,-12.1893842898458,41.7599033531001,-32.0099179368875,-18.8590324452171,-2.12811089765946,54.4477532405606,-13.3066172966554,-82.2259937773669,3.95670052367967,200.105739511321,127.270217170667,-261.268789099279,-7.72673201823095,-0.641043524194911,14.7625974554411,-71.0471873570062,129.915917647065,967.991494152553,233.883925163064,-46.4466213779069,5.22680329407978,-40.0677634551934,NA,31.3187606214527,106.704307603634,NA,100.063736572438,192.539794522385,43.909705564775,1137.70625988857,-3.71286680271632,-22.1516998490359,70.844999168018,-3.97890176307836,140.411834682481,-12.7772538892314,27.2284251599684,-54.5305088930238,11.205052545566,-38.8877246583881,18.0302390192514,63.9810895802338,NA,-96.5754343030826,-5.91767839403178,49.0403008542977,70.9168158828969,-25.8481936062781,-77.1260172681807,34.3904744321043,-112.144099283875,-48.5708499746863,-17.4276840406051,177.547573701011,-81.4752286285574,108.624146811195
"52","as",38.9261648649375,64.2546259610482,88.9791260362751,33.6349235839625,324.925641782237,105.683360605166,258.749101548474,248.514974237787,-22.6778919131936,53.4432522331608,554.674917607185,16.6904021030608,63.8944682699092,4.06746839255494,114.48372463902,128.705197863202,972.719343707897,NA,24.7670842655392,87.4533993612316,-16.1952561415907,-87.6927626814025,-7.7385352558374,-3.99682126666488,64.9322144531801,NA,2.71873954986764,18.8368384345074,211.549916981483,17.9289144022106,-3.75985139086347,-69.7105142842588,-58.6209433297768,16.0079079061982,-67.8730424390421,189.079283329417,-1.14411462502228,16.044784810323,-11.9778316407037,-29.5989060366996,-51.5247055983263,-11.3564351111171,79.1705249604335,48.3576922341749,-6.1596275321399,NA,-23.1662634459985,-42.1194747180027,-16.1129554391987,7.27626453513864,-7.15293100806688,25.9968346790419,-26.1221054008297,-71.4460055204853,32.2017208207518,122.941613322213,23.6086000160949,-39.760715773242,55.1441830521204,-9.84028541538132,NA,378.713233634697,49.7101361284347,NA,209.899579757728,152.54363046219,25.4516284987541,-2.0734638275659,11.2841143807505,-6.77100796340437,78.8433145336404,34.5740500160711,-17.2822927808474,98.7030090709878,40.9697148528662,-52.2949503113339,-24.8595455886692,21.4512887646611,41.6204932905714,26.1143941629336,NA,241.763512969768,-23.1079257213215,0.436060316694504,67.4748811281473,61.4360792243974,-70.6679439830261,58.9711346036156,217.077226533715,43.4150087816341,-30.0480923851359,68.9205450789989,-48.2807654961965,NA
"53","they",202.37030541014,-3.39515994188273,-76.3989101620659,-28.078814459877,-6.43308668316043,50.3979349066395,316.361587248188,192.317008807979,104.706505579696,68.8323958425758,298.356799205193,17.4731834998876,208.33369030405,-26.9650862556627,-21.4523108198887,-2.74189587288599,180.051998169042,1189.60050731592,39.7149342953074,173.192525255359,-16.7697725509964,-51.3581166546644,164.677397699563,-9.17701964603706,67.3917440729947,-54.3079931690728,2.85270541856264,6.6135254535963,-8.99876388913997,17.0498713443536,-35.6241408340848,-108.778537002251,-9.44149192719652,-134.727886044168,-81.8209287646995,60.9331903641712,-22.0723804127388,-15.7248363515233,-38.0836079652748,-3.91950134179976,-18.2673117676069,-27.1077337781671,18.521207031387,66.9027227373678,-60.2331224143976,153.288116225074,106.895218538841,-17.0068676033407,69.0786308657341,169.50373771793,-8.43983151314892,47.6778955774235,-27.1797539726943,-66.2465964387457,37.5588192339086,205.466553737383,-6.25373741042079,-7.10366857557445,15.1854931731001,-44.4540244352873,49.7614763084501,-14.9840028719253,0.707221866034594,NA,38.4816581650832,48.5417124922879,126.680667031765,-32.1836019694973,-45.7143762109829,38.0386460937799,90.8441568508292,15.2975741264964,-73.4352290491832,32.4628775908782,-20.9009299935827,-37.4127296021789,-31.8272465215516,16.2817820531365,-22.1746338450886,31.0477418715837,NA,93.5940393333429,-6.51280205767663,-59.2618194145039,-37.3041514944779,10.2939428090596,-79.8969806256034,27.1808045178599,-108.53343637508,3.92207940347388,0.262111787129471,-28.7659406099949,-54.8779970623769,NA
"54","plunged",79.5365162279444,92.6301612037209,-44.4659644595775,-51.1494215256363,-32.4711793812561,62.4697963588491,105.280315797759,68.5200606632677,-54.216898180969,71.9161112566984,-2.62037839779455,30.6473555951278,18.9925233552618,274.486081772011,358.643635991748,19.5874635229822,-40.4490201392409,218.436781101436,6.13670933995974,83.301214096551,-1.63154716510485,10.6438523854429,-35.1987028673352,18.5526827849047,31.5810385027167,-160.043511621507,13.0536542216052,-13.7214440177704,110.178214804926,103.731306757568,-107.920574998917,-155.38057107924,-71.172314823326,-140.331576969718,-18.7427582531856,181.214050916302,-38.4647790943137,-31.8792680942927,10.7577275478687,-10.40039429945,-13.3812210215278,-26.7346817787421,-36.4527698621827,-16.2797315078429,-66.3433647377842,122.016951221413,29.9874415160992,-70.3379569313476,80.8660103231333,-63.1550525078829,-22.870182270772,-4.30051307500411,-28.7662268304912,-63.4474828161364,-54.4055331463563,319.253964360138,-1.04724355019428,-43.6180977790731,-14.7525416454304,-44.3746329651464,305.471436767838,109.470142368142,-16.2971495275656,NA,57.354775776116,0.538835537433959,74.5242248312803,-61.3488091823943,-49.712112098583,-24.2468728204437,6.84542032661244,58.3828602921343,-82.664633451687,-31.8973196292862,-53.7068972632561,-55.0893985384463,-21.2787979208753,-0.472478014150445,-57.3673245485785,5.94776343455892,NA,29.3398288787046,-7.62011656220935,31.1913609886985,-106.472700428416,-42.919261813947,77.2594644105307,27.4953093892264,-64.4494307382728,-53.8173146637664,-34.2725819544724,-31.2956691434856,-88.2738444116476,-15.4382740190327
"55","up",54.9261648649375,-27.7453740389518,-61.0208739637249,65.6349235839625,-137.074358217763,5.68336060516643,228.749101548474,-27.4850257622132,-42.6778919131936,53.4432522331608,-59.3250823928149,31.6904021030608,156.894468269909,36.0674683925549,88.4837246390199,15.7051978632019,-11.2806562921027,-12.29034187443,25.7670842655392,505.453399361232,-15.1952561415907,-56.6927626814025,-115.738535255837,11.0031787333351,143.93221445318,-150.484314200783,22.7187395498676,18.8368384345074,1.54991698148286,-6.07108559778939,-11.7598513908635,-92.7105142842588,17.3790566702231,47.0079079061982,109.126957560958,95.0792833294171,15.8558853749777,0.0447848103229542,21.0221683592963,30.4010939633004,-11.5247055983263,-34.3564351111171,-8.82947503956645,46.3576922341749,-113.15962753214,88.8022262275157,24.8337365540015,69.8805252819973,124.887044560801,-195.723735464861,-23.1529310080669,23.9968346790419,-83.1221054008297,-51.4460055204853,-39.7982791792482,62.9416133222126,13.6086000160949,-15.760715773242,5.14418305212042,8.15971458461868,NA,38.7132336346966,8.71013612843475,NA,-85.1004202422719,128.54363046219,73.4516284987541,-98.0734638275659,-47.7158856192495,-8.77100796340437,62.8433145336404,34.5740500160711,-67.2822927808474,-28.2969909290121,-79.0302851471338,-36.2949503113339,-26.8595455886692,13.4512887646611,12.6204932905714,34.1143941629336,NA,49.7635129697685,21.8920742786785,-7.5639396833055,-39.5251188718527,-48.5639207756026,0.332056016973845,35.9711346036156,22.0772265337148,-63.5849912183659,-14.0480923851359,28.9205450789989,1.71923450380349,127.873830132107
"56","and",112.648235137539,-4.07026699041728,6.29010793710458,105.278054562043,-122.753722450462,3.04064775590297,460.055344398331,647.915991522883,81.0143068332514,26.1378240378683,-169.984141593811,-46.9182071985258,58.1140792869797,16.5511910684461,158.515706909566,46.481650995158,13.8856709384697,-239.344917279257,8.24100928042332,447.822962308295,-1.48251434629356,-93.0254396680334,-106.030568778137,-0.0869204563509685,121.661979263087,-163.396153684928,2.78572248421514,-13.2748180559481,-18.7244234538286,-6.51060712671789,-35.1919961124741,-153.244525643255,-42.5312176284867,-71.859989068985,-23.8469856018708,109.506236846794,-27.6082475188806,0.659974229399822,-27.0307198029892,68.2407963107503,12.1039913170334,-28.2320844446421,-19.1541340040897,-29.3697925142287,586.803625026731,-59.954828773705,49.8644775464211,-65.5631711606717,-39.5171622867323,175.390001126534,-8.2963812606079,88.3373651282327,-86.650929686762,-63.8463009796155,-57.1197299726698,-15.7959164702024,-11.322568697163,-26.9321921744082,25.1648381126103,7.85284507466567,NA,56.8646153813856,67.7086789972347,NA,11.1906189614056,112.542671477239,57.0661477652593,-177.128532898532,-22.7151309151162,11.1338190651878,61.8437356922348,-15.0641879287163,-50.3587609150153,-53.417056669067,-19.9656075703583,-36.8538399567564,-28.3433960551104,-23.1334645911012,93.2229297227414,35.0810680172586,NA,21.6787761515557,7.18963611050094,6.5871204510953,-86.9146351831653,12.3650110167285,-41.2824623043148,48.0759695607378,-83.2281049206827,-111.831455907446,-30.8929902990032,-51.922697765498,-167.079381279287,-44.1885906981206
"57","down",186.37030541014,18.6048400581173,233.601089837934,206.921185540123,-102.43308668316,50.3979349066395,-11.6384127518117,100.317008807979,-65.2934944203037,12.8323958425758,-120.643200794807,-29.5268165001124,51.3336903040502,-18.9650862556627,132.547689180111,51.258104127114,24.0519981690421,-120.399492684084,23.7149342953074,-10.8074747446406,15.2302274490036,-67.3581166546644,-108.322602300437,3.82298035396294,51.3917440729947,-19.3079931690728,-7.14729458143736,-28.3864745464037,-18.99876388914,17.0498713443536,-60.6241408340848,275.221462997749,-37.4414919271965,-134.727886044168,214.1790712353,139.933190364171,-11.0723804127388,16.2751636484767,-28.0836079652748,-53.9195013417998,-3.2673117676069,-19.1077337781671,2.52120703138705,-7.09727726263222,NA,51.2881162250744,152.895218538841,-104.006867603341,25.0786308657341,75.50373771793,-6.43983151314892,-38.3221044225765,-98.1797539726943,-66.2465964387457,5.55881923390857,205.466553737383,-46.2537374104208,-22.1036685755745,5.18549317310009,4.54597556471266,NA,715.015997128075,9.70722186603459,NA,-0.518341834916787,32.5417124922879,13.6806670317646,-128.183601969497,-29.7143762109829,-2.96135390622011,74.8441568508292,-0.702425873503639,-73.4352290491832,-73.5371224091218,-0.900929993582723,-37.4127296021789,-14.8272465215516,-11.7182179468635,-53.1746338450886,30.0477418715837,NA,-0.405960666657051,-17.5128020576766,12.7381805854961,-112.304151494478,-5.70605719094036,-10.8969806256034,-7.81919548214006,-59.5334363750802,133.922079403474,-15.7378882128705,-28.7659406099949,-54.8779970623769,119.748988471651
