"","word","A23PSX2ZO4F65Q","A3OQ1JKWS02NMF","ANL7UI5ES4L18","A14SNQOYGXPZ7K","A1JY8OZHGDL9GR","A1JBTEJN14MFFA","A2GNS1SQLQNMR2","A3M0KT6KUJEZD1","AA8O3Z9L0FSW1","ACUXGYJAQUZAE","A1H314LD953G5Q","AOZ06WXWI630","A8L4UTQ8RXDFS","A2L6GS9A2MMQK4","A3SWH7DHWHP0BO","A2HS4FQ4DR4GIK","AK9FN3FCOY9Q2","A127R5QI5OGBIK","AEUGCBFJPU0MX","A2AB80GWC0LU0P","A2RPQGUWVZPX7U","A11KMPAZSE5Q0Q","A11AUVZ4MCA7VU","AEX85SLEN727","A3T8CCUYDNT61C","A1U1QL617G5DU3","A14WWG6NKBDWGP","ACTW5YEWV9OR0","A3WJJI7FNF5T5","A38UOBWJF4WFGG","A3S3YW6II31OZV","ALE5RDP8XZL3","A2OIFE4TAQ7AEI","A2VCTDV17CKH2X","A25OW5OQG4B8FR","ARGHS9P7FVR3W","A37I1ETWW49IZO","A3QJPB0NZU5PY1","A1WXZPUAXDE0DQ","A5E076UK5CA9J","A911XMMVXT7IU","A39GZHNGT87G5N","A5FJBKJ8K5I6S","A21L2ZM379FG7","A2LFX0LP92GLCQ","A2BJ35SLVKCUL7","A2TJHKHM8T2SV3","A2U750ON775R3L","A1W079WCHEQKX6","A1RE0RBV10VAVC","AJDL05304W8E","AM7UBKT777C3R","A3EQVDHHKZRC0K","A2MVFSJBKHUPH9","A15QI1G4FCMV5E","A2XPQ8KYFKI6FD","A1LDS7FXQNGLEN","A2JRWVPVWD1KAS","A117RW2F1MNBQ8","A26LA7PUZG0N8S","ARNTOT4L28BBP","AOVB3KCIIJLRJ","A1RCM1Y87J0FGW","A1GAARR4GOOZCO","A3UDP95JGEX3H1","A2XKIJJPWTOQ5Z","A11GA4B4SEYK44","A2DGJ8T7C3HMCQ","A1IWL4WQTKN1PR","A3NOO9K3CY1YU5","ANDPWG91K8OEX","A2PE5UDQ5WG2R0","A21TTUZSQ5ZE6C","A35QV79054LGTU","AWZ83IBW10B96","AK7YVYGMIF6T0","A2TG01V56PAL65","A1SYR0UUMZM2VH","A7LIT8S8LGRAH","A3NMC1E54BML7K","A14N0AMVXOBZYH","AY1ZVSTHEQDH8","AER86HM7LU5G","A1VXGA62J77RO","A2NJGU26SOMOKV","A2MSCP411YP41Q","A1RWNYJA5X25YH","A36TOO4WWGEEPW","AZTDJC8RWO5C5","A2I2OHYPL49ZAI","AOTSROWZG1XS1","A2EAIMII6MSIO5","ANC446SIU64J6"
"178","among",-26.6582848680253,37.7586234625224,-21.792040085085,NA,-20.7031124458446,31.7042117870057,432.055360325116,-141.871341871199,155.048760927581,-64.3460162849098,-9.51207195352404,5.75382180717169,155.492512233351,2.95961920419062,178.592274510876,4.98134218959976,20.1026379178097,24.3218057543843,31.6342099799494,-46.2972538670632,-30.0350268559334,2.48511893891187,16.9471180112019,-36.5712780387027,67.3584356359438,0.107895442565406,-3.57222338100246,163.428737997042,NA,-133.260236856497,-41.1230941803173,-101.367658833526,8.10813347470444,27.9837964210121,-27.1982453645652,40.3998428451987,NA,4.02484943149014,37.2912224368953,-179.796655658079,NA,-30.8545781003993,125.916385345021,44.1675862148513,-67.6756340361845,-157.442351296207,-54.3603408492895,37.0021437167304,55.2124231553348,-73.6673946989403,-25.2022041607998,-338.478766407869,-48.7560632369139,69.9381640018632,-27.107938357314,13.7760848980724,177.552193755537,65.5857193885185,-67.3743177881631,-28.8938945545507,-103.915203609114,210.234761920339,0.493922332317581,-109.958772495388,-46.3710675201162,-15.129251166155,-64.5480105078405,17.8714149635802,-3.3989012008333,-106.144336315633,-0.262852412766145,5.88371952755088,-152.431985757931,605.64688756215,191.519202857456,-70.8757711228549,-19.6929840075512,-42.0086178806305,-101.61070503073,-37.0334932610255,-43.754058427515,-39.2707208053369,1208.96829417157,12.2258284584464,-49.7417344678935,-66.7142362438941,42.4460764288722,-38.4568836385254,-59.4871970537291,70.3380154977514,-17.7070617664037,-93.8342494521108,NA
"179","the",-43.1540502599386,-19.0256760154219,-14.7094654647946,NA,351.252273808629,52.5588437146159,165.440253718403,263.953429600937,9.94076241137412,7.31200060878166,-86.801185111778,56.5203289358002,66.0138021746247,-29.9200027335409,-39.0435381038278,-22.6978009024376,109.776208565063,19.4226410682198,-20.9007027334611,-19.3703929402819,-47.3881530634411,-3.9072992100857,-60.0223661196815,212.910229329678,45.4034923994613,211.194657697387,-8.92456140435192,-60.8507592219073,NA,NA,-72.5036064231242,147.657445312515,95.0857038664067,16.8727054069655,-22.5709912052777,-13.234737404391,NA,154.751817881099,-43.8128935491188,-133.949239324635,NA,-15.9036050774439,-13.8599880631255,-3.49320815943622,194.228852753406,-21.912014819045,-32.1881755252398,-28.510124561933,123.63961379544,-43.1911441958571,7.27288744253237,-285.366347830378,24.1368223199128,5.66938989540596,-52.4488736649005,207.888058342862,-2.18065119716365,170.588482350159,-9.31351514755375,6.27566865499323,-87.2228876434375,4.15782915641736,168.682669734089,-67.6664225344431,-0.66999085314168,-38.4341726499925,-26.2716817927537,-2.3089705930412,19.3585513475073,-98.9567558325815,231.004776972014,-63.7363809947653,-123.238035486408,-299.588646647371,87.393053021725,44.3172138458965,-14.5205139345192,-52.8516313009076,-29.877778829758,-2.6587073683684,61.4641008548914,-34.9700792331962,-217.13473704499,-70.2802746821792,-46.1031631283744,9.62843944789668,-1.72772538702724,-49.7816393936313,-32.0711160783801,-46.4284029897123,-31.9307292668848,-61.0804036317222,NA
"180","birds",-16.6582848680253,3.75862346252239,-5.792040085085,NA,-12.7031124458446,-44.2957882129943,8.05536032511635,-88.8713418711989,-100.951239072419,-35.3460162849098,-114.512071953524,6.75382180717169,127.492512233351,-12.0403807958094,-30.4077254891235,61.9813421895998,-79.8973620821903,24.3218057543843,-96.3657900200506,-40.2972538670632,-106.035026855933,-6.51488106108813,-29.0528819887981,67.4287219612973,-0.64156436405619,-83.8921045574346,-22.5722233810025,-150.571262002958,NA,984.739763143503,-71.1230941803173,-68.3676588335258,-13.8918665252956,11.9837964210121,-12.1982453645652,-109.600157154801,NA,18.0248494314901,-26.7087775631047,-157.796655658079,NA,-9.8545781003993,-10.0836146549794,-65.8324137851487,102.324365963816,22.5576487037925,164.63965915071,-2.99785628326957,181.212423155335,-113.66739469894,8.79779583920017,-113.478766407869,30.2439367630861,22.9381640018632,-43.107938357314,-96.2239151019276,-49.4478062444625,12.5857193885185,22.6256822118369,-67.8938945545507,-40.9152036091142,-83.7652380796607,-58.5060776676824,-110.958772495388,-40.3710675201162,-24.129251166155,207.451989492159,-79.1285850364198,-42.3989012008333,-114.144336315633,19.7371475872339,-57.1162804724491,-136.431985757931,313.64688756215,-6.48079714254405,-20.8757711228549,-65.6929840075512,-86.0086178806305,-102.61070503073,-47.0334932610255,-75.754058427515,-71.2707208053369,256.968294171574,20.2258284584464,-25.7417344678935,-60.7142362438941,10.4460764288722,-15.4568836385254,-90.4871970537292,-39.6619845022486,-65.7070617664037,7.16575054788915,NA
"181","at",33.5980670441047,-7.41782575439409,-6.16817815464938,NA,-28.770033064134,6.48615967842094,-13.3672995849537,-159.134184662995,145.386763153271,55.1410090556274,-28.945741690905,96.9035825001145,19.2744471452618,24.6401862975933,-9.86144441117989,16.4626275515437,-15.3870061113107,11.9730587251376,-91.1681590901663,-13.9069624768913,-36.064716167195,-6.10350828458449,-45.0071081851232,9.65098301386793,25.42602078122,-73.2619611752018,-28.1007304160267,149.009492168618,NA,3.53790345896827,-28.1938625445276,-36.8300026144646,-57.9255109377422,19.3171598999423,-5.25736412563397,4.94797247081414,NA,123.615302105904,-17.3649515421259,-58.0255311579127,NA,-13.4281185659662,-23.7481747671985,-57.32360534658,115.181096148201,-24.1468465804638,188.897907136785,2.73374129873529,95.8532091154924,-12.9530189443155,-9.98956675580153,-103.310138541632,-34.416734901674,19.5350028421774,-17.1193413186938,-39.0559549347437,-48.0470736735142,554.589863830979,-85.7831138272491,-18.6395497402348,-87.8767296605992,-59.3806372255436,26.2770434349753,-88.0202475539705,-4.31945251965441,-58.5866333919112,-23.1335174352104,35.1008366286481,-4.76272237832243,-111.362965591056,-28.3614083355957,-43.0464312559234,-88.6410603506468,50.2935862478683,-9.6700218961404,46.9137063302722,-26.9342788980031,-62.7731380110462,-23.0113157292721,-25.4713144220399,-3.42681950390538,-8.81975844712588,-151.186252653272,0.466673747508072,-64.2838774586149,-75.7002227062079,0.185373705023047,-71.4440172711842,99.6369244092944,-57.3116122334442,-23.0425630171253,-78.7034807215278,NA
"182","the",-53.1540502599386,58.9743239845781,-1.70946546479459,NA,31.2522738086291,16.5588437146159,-19.559746281597,-105.046570399063,-150.059237588626,-13.6879993912183,-86.801185111778,55.5203289358002,-58.9861978253752,35.0799972664591,116.956461896172,-12.6978009024376,39.7762085650627,49.4226410682198,-76.9007027334611,-62.370392940282,-19.3881530634411,-3.9072992100857,-29.0223661196815,26.9102293296777,4.40349239946127,-73.8053423026128,-3.92456140435192,-80.8507592219073,NA,40.9385233538133,-12.5036064231242,65.657445312515,-11.9142961335933,16.8727054069655,-38.5709912052777,276.765262595609,NA,100.751817881099,30.1871064508812,-161.949239324635,NA,-20.9036050774439,-5.85998806312548,-93.4932081594362,144.228852753406,-11.912014819045,45.8118244747602,-4.51012456193299,-32.3603862045602,-55.1911441958571,7.27288744253237,-124.366347830378,9.13682231991275,4.66938989540596,-20.4488736649005,50.8880583428617,-26.1806511971637,2374.58848235016,-31.3135151475537,-31.7243313450068,-9.22288764343756,-85.8421708435826,-51.3173302659106,-67.6664225344431,-39.6699908531417,48.5658273500075,-26.2716817927537,-2.3089705930412,-21.6414486524927,-122.956755832581,231.004776972014,-94.7363809947653,60.7619645135919,116.411353352629,-24.606946978275,-35.6827861541035,-61.5205139345192,-61.8516313009076,-78.877778829758,-22.6587073683684,-8.53589914510857,29.0299207668038,-217.13473704499,-30.2802746821792,-94.1031631283744,-54.3715605521033,30.2722746129728,-51.7816393936313,-1.07111607838011,-118.428402989712,-31.9307292668848,-89.0804036317221,NA
"183","meeting",-40.1625194761119,33.5429229404667,-10.8746147053754,NA,-27.6584987003184,-32.1504201406044,-28.3295330681703,-43.6961133433347,-259.843240556212,23.9959668213987,-39.2229587952701,-12.0126853214569,28.9712222920765,-12.1607588580778,-25.7719128744193,16.6604852816371,-69.5709327294434,29.2209704405488,-43.8308773066401,-65.2241147938444,-90.6819006484256,-8.12246291209055,-58.0833978579147,-60.0527854070831,87.3133788724264,-62.9788668122564,4.78011464234701,26.7082352159913,NA,-60.4589970668066,150.25741806249,-93.3927629795667,-59.8694369169978,7.0948874350587,-63.8254995238526,414.034423094788,NA,58.2978809818809,-93.6046615770906,4.35592800847683,NA,-30.8055511233547,-14.3072412468333,-118.171619410861,100.419879174225,467.02731222663,-13.5325061733392,-33.4855880046061,-60.2147674847703,-65.1436452020235,-6.67729576413203,-127.591184985361,-21.6489487937405,9.20693810832038,-17.7670030497275,-54.3358885467168,-72.7149612917613,-30.4170435731214,-14.4351204287724,13.9365422359055,-26.6075195747908,-71.6883053157388,15.3051749305457,-136.251122456334,-43.0721441870908,-73.8243296823175,-38.8243392229273,-42.9481994797984,-25.1563537491739,-82.3319167986842,NA,-98.4961799501329,-157.625936029453,405.882421771671,-0.354647306813147,-26.0687560916063,-70.8654540805832,-110.165604460353,-53.3436312317012,-1.40827915368255,-28.9722177099214,-27.5713623774776,372.071325388137,-57.2680684009281,-69.3803058074125,189.943088064315,-9.3801217552284,-74.1321278834194,-23.9032780290782,-122.895566014785,-35.4833942659227,19.4119047275005,NA
"184","was",-63.1540502599386,41.9743239845781,-4.70946546479459,NA,-44.7477261913709,85.5588437146159,44.440253718403,591.953429600937,-38.0592375886259,-67.6879993912183,-12.801185111778,25.5203289358002,-95.9861978253753,1.07999726645908,-27.0435381038278,18.3021990975624,29.7762085650627,49.4226410682198,-20.9007027334611,94.629607059718,-42.3881530634411,5.0927007899143,-30.0223661196815,-27.0897706703223,117.403492399461,-36.8053423026128,6.07543859564808,44.1492407780927,NA,-60.0614766461867,67.4963935768758,43.657445312515,-51.9142961335933,-15.1272945930345,-6.5709912052777,-83.234737404391,NA,117.751817881099,-37.8128935491188,97.0507606753652,NA,-13.9036050774439,-21.8599880631255,-53.4932081594362,-15.7711472465941,-21.912014819045,-1.18817552523979,-40.510124561933,46.6396137954398,-10.1911441958571,6.27288744253237,186.633652169622,30.1368223199128,36.669389895406,-36.4488736649005,-43.1119416571383,-47.1806511971637,51.5884823501585,-53.3135151475538,-7.72433134500677,52.7771123565625,1.15782915641736,-3.31733026591058,-68.6664225344431,51.3300091468583,-9.43417264999248,37.7283182072463,-2.3089705930412,-21.6414486524927,-81.9567558325815,NA,-62.7363809947653,-123.238035486408,663.411353352629,61.393053021725,-45.6827861541035,-45.5205139345192,-78.8516313009076,-69.877778829758,-32.6587073683684,15.4641008548914,-2.97007923319622,-31.1347370449901,41.7197253178209,-54.1031631283744,-1.37156055210332,14.2722746129728,-3.78163939363126,-63.0711160783801,-70.4284029897123,-15.9307292668848,-71.0804036317221,NA
"185","to",-26.4019329558953,52.5821742456059,-23.1681781546494,NA,147.229966935866,10.4861596784209,10.6327004150463,2.86581533700467,273.386763153271,-53.8589909443726,-38.945741690905,-58.0964174998855,-171.725552854738,154.640186297593,-25.8614444111799,24.4626275515437,114.612993888689,61.9730587251376,4.83184090983365,-30.9069624768913,-70.064716167195,-7.10350828458449,16.9928918148768,104.650983013868,103.42602078122,-75.2619611752018,-29.1007304160267,-36.9905078313819,NA,-22.4620965410317,-48.1938625445276,158.169997385535,-10.9255109377422,-12.6828401000577,-36.257364125634,-15.0520275291859,NA,71.615302105904,-13.3649515421259,-192.025531157913,NA,2.57188143403381,-31.7481747671985,-57.32360534658,65.1810961482011,25.8531534195362,-14.1020928632149,-17.2662587012647,1.85320911549236,17.0469810556845,-8.98956675580153,-286.310138541632,2.58326509832606,35.5350028421774,-49.1193413186938,-39.0559549347437,-27.0470736735142,52.5898638309785,-29.7831138272491,13.3604502597652,-55.8767296605992,191.619362774456,-18.7229565650247,-72.0202475539705,-27.3194525196544,-74.5866333919112,72.8664825647897,-29.8991633713519,-10.7627223783224,-40.3629655910558,NA,-44.0464312559234,-112.641060350647,54.2935862478683,-25.6700218961404,-13.0862936697277,-26.9342788980031,-69.7731380110461,29.9886842707279,24.5286855779601,-21.4268195039054,-8.81975844712588,209.813747346728,-23.5333262524919,-88.2838774586149,-17.7002227062079,96.185373705023,-43.4440172711842,-57.3630755907056,-82.3116122334442,-23.0425630171253,-60.7034807215278,NA
"186","be",13.5980670441047,25.5821742456059,27.8318218453506,NA,-17.770033064134,86.486159678421,186.632700415046,-56.1341846629953,257.386763153271,34.1410090556274,35.054258309095,127.903582500115,268.274447145262,40.6401862975933,138.13855558882,-14.5373724484563,24.6129938886893,101.973058725138,308.831840909834,-48.9069624768913,-49.064716167195,0.89649171541551,-32.0071081851232,1.65098301386793,83.42602078122,-96.2619611752018,-21.1007304160267,-112.990507831382,NA,142.537903458968,-78.1938625445276,131.169997385535,-44.9255109377422,51.3171598999423,-5.25736412563397,-75.0520275291859,NA,144.615302105904,-11.3649515421259,-135.025531157913,NA,-1.42811856596619,-15.7481747671985,-87.32360534658,25.1810961482011,-24.1468465804638,-61.1020928632149,-45.2662587012647,49.8532091154924,-42.9530189443155,-7.98956675580153,-222.310138541632,14.5832650983261,50.5350028421774,-1.11934131869378,100.944045065256,-20.0470736735142,11.5898638309785,-29.7831138272491,33.3604502597652,-8.87672966059924,829.619362774456,-7.72295656502466,-72.0202475539705,-7.31945251965441,29.4133666080888,40.8664825647896,2.1008366286481,-2.76272237832243,32.6370344089442,NA,-43.0464312559234,-104.641060350647,208.293586247868,-5.67002189614041,16.9137063302723,-42.9342788980031,28.2268619889538,87.9886842707278,44.5286855779601,-29.4268195039054,23.1802415528741,-88.186252653272,104.466673747508,-80.2838774586149,-8.70022270620792,-15.814626294977,45.5559827288158,-10.3630755907056,-72.3116122334442,-23.0425630171253,186.296519278472,NA
"187","expected,",206.333245915801,-16.672777581589,-3.95718932566582,NA,-42.6138849547921,94.9949479317854,7.28557353854313,725.47911518453,29.2647579599945,-75.6620500722928,-64.9338456370161,38.2208075499146,-55.5500676491976,20.7188630796537,95.8638997402849,45.3396283736745,90.7554966233036,94.1201351267133,128.70403540677,-85.1509757206257,-70.3287744409179,-40.730044763093,36.8860862729687,72.4657072245365,12.2683221089089,80.9343709329218,-10.8675473343035,85.9877324349406,NA,-77.6577572771165,171.637930305296,-109.417867125608,4.15299269129991,-29.7940215508947,-37.4527536831401,577.669003344378,NA,159.570912532272,-53.5005455910764,-60.4914883249674,NA,-22.7565241463101,53.4691321613128,-40.5108250365737,218.515392384635,-58.5030242505324,-50.704671497389,-103.973319725943,104.358041875125,185.380104294893,7.84761263253577,15.2963964371481,-19.5418343505671,42.4757122147776,-56.426067742141,-92.4478619915061,270.01788366094,-31.4198065347614,-6.49592306938169,-9.23302097363844,19.7001644595326,-88.6113725518168,-30.8835724712261,-160.543472417279,-46.7732208540653,72.48059180152,50.8993320619859,61.232186076823,-69.9138062975145,32.4805027182644,7.20188881767324,-106.876079427817,-169.819886300976,236.117955981192,-61.2284974710822,-1.26174106035774,-61.0379241536153,-72.3225910400762,-92.0765574326729,-55.7830650463396,-65.1903769923278,-79.8720039496183,-122.825643395299,-54.7619652603025,-57.0188771469315,198.600412372524,-28.206319939329,-85.8073721283136,-50.3193590044272,322.870852472679,-69.2597267654416,-80.3419410928882,NA
"188","given",-26.6582848680253,32.7586234625224,-7.792040085085,NA,108.296887554155,205.704211787006,56.0553603251163,-133.871341871199,107.048760927581,-78.3460162849098,-73.512071953524,-31.2461781928283,205.492512233351,51.9596192041906,59.5922745108765,4.98134218959976,0.102637917809696,-5.6781942456157,23.6342099799494,-58.2972538670632,-58.0350268559334,-21.5148810610881,16.9471180112019,283.428721961297,-77.6415643640562,-25.8921045574346,140.427776618998,178.428737997042,NA,-76.2602368564966,148.876905819683,-119.367658833526,13.1081334747044,-36.0162035789879,-27.1982453645652,160.399842845199,NA,53.0248494314901,-28.7087775631047,-77.796655658079,NA,-15.8545781003993,61.9163853450206,24.1675862148513,112.324365963816,22.5576487037925,-30.3603408492895,-26.9978562832696,55.2124231553348,-43.6673946989403,-7.20220416079983,-158.478766407869,219.243936763086,7.93816400186317,-27.107938357314,60.7760848980724,4.5521937555375,-57.4142806114815,22.6256822118369,9.10610544544934,-56.9152036091142,-36.7652380796607,-6.50607766768242,-77.9587724953884,-7.37106752011622,-18.129251166155,-49.5480105078405,146.87141496358,-28.3989012008333,60.8556636843671,529.737147587234,-57.1162804724491,31.5680142420692,130.64688756215,-12.480797142544,-20.8757711228549,-50.6929840075512,-37.0086178806305,-49.6107050307296,-37.0334932610255,-18.754058427515,-87.2707208053369,-102.031705828426,460.225828458446,-88.7417344678935,18.2857637561059,9.44607642887218,-62.4568836385254,-28.4871970537292,174.338015497751,-33.7070617664037,-100.834249452111,NA
"189","the",336.845949740061,13.9743239845781,-13.7094654647946,NA,9.25227380862912,7.55884371461587,116.440253718403,-54.0465703990632,201.940762411374,-41.6879993912183,-71.801185111778,179.5203289358,22.0138021746248,-29.9200027335409,-21.0435381038278,19.3021990975624,-50.2237914349373,39.4226410682198,3.0992972665389,-53.3703929402819,-57.3881530634411,4.0927007899143,-108.022366119682,4.91022932967773,-71.5965076005387,55.1946576973872,8.07543859564808,42.1492407780927,NA,-13.0614766461867,187.496393576876,-15.342554687485,-67.9142961335933,16.8727054069655,-22.5709912052777,436.765262595609,NA,26.7518178810994,-36.8128935491188,11.0507606753652,NA,-0.903605077443892,-12.8599880631255,46.5067918405638,-75.7711472465941,178.087985180955,-18.1881755252398,11.489875438067,62.6396137954398,-13.1911441958571,23.2728874425324,-255.366347830378,83.1368223199128,4.66938989540596,-20.4488736649005,-11.1119416571383,1.81934880283635,-66.4115176498415,-76.3135151475538,-12.7243313450068,-72.2228876434375,21.1578291564174,-11.3173302659106,-68.6664225344431,-31.6699908531417,-10.4341726499925,6.72831820724625,-3.3089705930412,-21.6414486524927,-33.9567558325815,61.0047769720142,-47.7363809947653,-91.2380354864081,470.411353352629,-45.606946978275,24.3172138458965,32.4794860654808,-10.8516313009076,-48.877778829758,-22.6587073683684,-47.5358991451086,-19.9700792331962,-62.1347370449901,25.7197253178208,-111.103163128374,-10.3715605521033,-1.72772538702724,-49.7816393936313,-32.0711160783801,66.5715970102877,-15.9307292668848,-63.0804036317222,NA
"190","sheer",13.3417151319747,-16.2413765374776,-4.792040085085,NA,-50.7031124458446,63.7042117870057,-39.9446396748837,-43.8713418711989,-68.9512390724191,-17.3460162849098,31.487928046476,99.7538218071717,446.492512233351,-78.0403807958094,77.5922745108765,21.9813421895998,120.10263791781,44.3218057543843,119.634209979949,-44.2972538670632,-37.0350268559334,-5.51488106108813,2.9471180112019,-20.5712780387027,-78.6415643640562,-63.8921045574346,-7.57222338100245,44.428737997042,NA,44.7397631435034,-21.1230941803173,-33.3676588335258,3.10813347470444,-36.0162035789879,-12.1982453645652,-109.600157154801,NA,47.0248494314901,2.2912224368953,-192.796655658079,NA,-12.8545781003993,-66.0836146549794,224.167586214851,42.3243659638155,-17.4423512962075,-86.3603408492895,-2.99785628326957,23.2124231553348,-83.6673946989403,-56.2022041607998,-346.478766407869,15.2439367630861,22.9381640018632,-27.107938357314,-49.2239151019276,-25.4478062444625,-119.414280611481,-45.3743177881631,1.10610544544934,-56.9152036091142,-18.7652380796607,-29.5060776676824,-61.9587724953884,-10.3710675201162,57.870748833845,14.4519894921595,-63.1285850364198,-35.3989012008333,-58.1443363156329,-30.2628524127661,145.883719527551,-192.431985757931,418.64688756215,-65.480797142544,-10.8757711228549,199.307015992449,-63.0086178806305,-62.6107050307296,-37.0334932610255,-32.754058427515,137.729279194663,350.968294171574,12.2258284584464,-81.7417344678935,-21.7142362438941,-5.55392357112782,28.5431163614746,-58.4871970537291,-119.661984502249,-49.7070617664037,-110.834249452111,NA
"191","numbers",-100.162519476112,-12.4570770595333,-11.8746147053754,NA,-22.6584987003184,-42.1504201406044,-68.3295330681703,-115.696113343335,-179.843240556212,-50.0040331786013,-118.22295879527,-13.0126853214569,770.971222292077,-27.1607588580778,-33.7719128744193,-14.3395147183629,40.4290672705566,29.2209704405488,12.1691226933599,10.7758852061556,-31.6819006484256,-39.1224629120906,-89.0833978579147,57.9472145929169,-103.686621127574,-56.9788668122564,-19.219885357653,1130.70823521599,NA,-0.458997066806556,-39.7425819375104,90.6072370204333,-49.8694369169978,-8.9051125649413,-32.8254995238526,134.034423094788,NA,96.2978809818809,-51.6046615770906,-152.644071991523,NA,-22.8055511233547,-54.3072412468333,-118.171619410861,-89.5801208257748,-12.9726877733699,208.467493826661,-33.4855880046061,142.78523251523,-74.1436452020235,87.322704235868,98.4088150146394,17.3510512062595,41.2069381083204,-49.7670030497275,-54.3358885467168,-18.7149612917613,-31.4170435731214,-3.43512042877237,-19.0634577640945,-26.6075195747908,-137.688305315739,-11.6948250694543,-103.251122456334,-78.0721441870908,-106.824329682318,217.175660777073,40.0518005202016,-17.1563537491739,-81.3319167986842,-31.5304817975464,-35.4961799501329,-188.625936029453,38.8824217716708,-80.3546473068132,-16.0687560916063,7.13454591941676,-114.165604460353,-88.3436312317013,-41.4082791536825,-12.9722177099214,-91.5713623774776,-65.9286746118625,-33.2680684009281,-29.3803058074125,-7.05691193568493,7.6198782447716,-72.1321278834194,-85.9032780290782,-131.895566014785,-51.4833942659227,-135.5880952725,NA
"192","of",73.5980670441047,37.5821742456059,-9.16817815464938,NA,-39.770033064134,-19.513840321579,10.6327004150463,-84.1341846629953,-206.613236846729,19.1410090556274,-116.945741690905,-58.0964174998855,141.274447145262,57.6401862975933,-8.86144441117989,-15.5373724484563,-35.3870061113107,11.9730587251376,36.8318409098336,76.0930375231087,-86.064716167195,0.89649171541551,15.9928918148768,-6.34901698613207,-22.57397921878,-21.2619611752018,43.8992695839733,77.0094921686181,NA,73.5379034589683,-28.1938625445276,-2.83000261446457,-89.9255109377422,-12.6828401000577,-4.25736412563397,964.947972470814,NA,8.615302105904,7.63504845787409,-111.025531157913,NA,3.57188143403381,16.2518252328015,-87.32360534658,-34.8189038517989,-74.1468465804637,48.8979071367851,34.7337412987353,189.853209115492,157.046981055684,7.01043324419847,-143.310138541632,62.583265098326,50.5350028421774,-17.1193413186938,-40.0559549347437,-18.0470736735142,-94.4101361690215,-29.7831138272491,46.3604502597652,-118.876729660599,-152.380637225544,-47.7229565650247,-59.0202475539705,-10.3194525196544,-2.58663339191123,-7.13351743521035,2.1008366286481,-10.7627223783224,-87.3629655910558,-28.3614083355957,3.95356874407659,-105.641060350647,944.293586247868,-39.6700218961404,-13.0862936697277,-89.9342788980031,-86.7731380110461,-64.0113157292722,4.52868557796014,-20.4268195039054,-57.8197584471259,-87.186252653272,8.46667374750807,-48.2838774586149,-33.7002227062079,15.185373705023,-65.4440172711842,-57.3630755907056,-40.3116122334442,-55.0425630171253,-66.7034807215278,NA
"193","birds",13.3417151319747,-18.2413765374776,-28.792040085085,NA,235.296887554155,-38.2957882129943,-7.94463967488365,-108.871341871199,-228.951239072419,-87.3460162849098,-106.512071953524,-54.2461781928283,-58.5074877666494,-14.0403807958094,-38.4077254891235,29.9813421895998,10.1026379178097,-5.6781942456157,-0.365790020050611,-13.2972538670632,1.96497314406663,10.4851189389119,-90.0528819887981,-20.5712780387027,-92.6415643640562,-58.8921045574346,4.42777661899755,-112.571262002958,NA,-54.2602368564966,8.87690581968271,56.6323411664742,-44.8918665252956,-20.0162035789879,-28.1982453645652,1140.3998428452,NA,48.0248494314901,-56.7087775631047,-138.796655658079,NA,-4.8545781003993,13.9163853450206,-105.832413785149,82.3243659638155,-17.4423512962075,23.6396591507105,13.0021437167304,-53.7875768446652,-43.6673946989403,7.79779583920017,-184.478766407869,56.2439367630861,53.9381640018632,-43.107938357314,-33.2239151019276,-62.4478062444625,-162.414280611481,-22.3743177881631,-4.89389455455066,-87.9152036091142,-180.765238079661,-37.5060776676824,-83.9587724953884,-28.3710675201162,-45.129251166155,-16.5480105078405,-78.1285850364198,-11.3989012008333,-114.144336315633,229.737147587234,4.88371952755088,-135.431985757931,-3.35311243785019,-75.4807971425441,-20.8757711228549,-65.6929840075512,-78.0086178806305,42.3892949692704,-27.0334932610255,-43.754058427515,-22.2707208053369,-25.0317058284263,-19.7741715415536,-72.7417344678935,-39.7142362438941,-5.55392357112782,-37.4568836385254,-90.4871970537292,-89.6619845022486,-49.7070617664037,-96.8342494521108,NA
