"","word","A29Y6BVD19FBAE","A3P9YDDTO87QGZ","AP0ABE3ZSEGPC","A3RILJPBGAOWN4","A3S3YW6II31OZV","A2XJRU950S5J87","A3GLUDQZGEJL5G","A33V10XAI3IWXS","A32WFJGJ0VUKOO","A2TJHKHM8T2SV3","A3ULFB0PQ1471E","A3VKJDJVRTFA1A","AJDL05304W8E","A2U750ON775R3L","A3CWWX1NWA00S3","A2BJELRJ9N4NA5","A3GYYRNHP635XM","A289P9QG98HRAZ","A3CT5E0WZJL8PG","A2JKCS6UCAUARS","A1S8D4HVA9HI0X","AOTSROWZG1XS1","A2XYF4PPQETJYX","A2AEA24UF8Z47U","AZACM8ZW3MN8N","A1WNHQEMEHNCPT","A2MVFSJBKHUPH9","A1DQ7T6BB0VJDP","A38NIARZOSEVUG","A7MOPEHSUGVQ","A11AUVZ4MCA7VU","A3ALSJWTGWPVN8","A2MSCP411YP41Q","A1INWCFGQI236V","A29FWCDRAWIM8K","A1VXGA62J77RO","A279TEENVAAZNB","A1J8TVICSRC70W","A2BNOEYZ3VRW2R","ACB0CSL0QMRGQ","A1JGQHSSW8L24P","A1SVVVJWT7H51V","A2JRWVPVWD1KAS","AVG2BI8CS5YKX","A36JU4ZU054BRK","ASOBUAZ0IQYSJ","A5U9HUMS31DIR","A2UODR1DE3DXTT","A1FJ2AUFVA4PIW","AEUGCBFJPU0MX","A1WURYN1U64Y1T","A3S82OHUGFBR7L","AWMGC78CSF6YL","ABMVPQ5CQFHGS","A3BFHFBYDCCIGV","A3AA8NU3WAJ3ED","A37PQ1206C9RZP","A7LIT8S8LGRAH","A11C7PRG75IWO0","A40F6EHXE5HXU","A312SMYBQW6E0W","A2I6WWFA5KE0MS","A253Q11TZPQPIZ","A3U3DA0O35IORB","AMYL22GHCON9A","A1M7SLIGEI3IH5","A3NOO9K3CY1YU5","A2V1ZN7OXOH7J4","A38UOBWJF4WFGG","A2068Z6G94OAGH","A2VAMUTJ9WGI4P","A3EQVDHHKZRC0K","AHP7FGH4N2TX5","A2FZ90AHSTSHXA","AWZ3AH7JH0DRO","ACUXGYJAQUZAE","A2PURNW8W7L0LT","A13YITU82HLBRK","A2O7F23PZP1T9B","A36S7XIINCHR8R","ACPUTK2MNMYHB","A1P8M5BKOTAA8I","A3O1NDWT4BXNX4","A2LFVSF501ZT5W","A2EB58DNAYBZTM","A2BZN95HXC8BL9","A2L54KVSIY1GOM","A1X55V63BZ8MKL","A1I02VZ07MZB7F"
"160","were",80.450548266723,57.0747552724688,-63.6484786461356,-3.26398358616599,75.8726278989561,-17.9954143878838,-102.847722369594,28.9447914610416,-41.9603641754439,12.1298516132043,-150.609277347704,NA,-38.9781957499707,62.2356564388049,107.199896529656,4.05721037834997,-189.377826244385,-90.7997504208147,95.3349171431592,-80.8440548522186,-65.8082737253908,-1.14695438704165,-76.2294022814848,-129.199133727505,NA,47.7018776690895,-23.3896135051265,-145.97225644024,98.2298903184393,-5.42513804128179,-56.2694403629754,6.13877038232538,-69.2124812213184,-20.0844385470694,-44.1003988494756,-100.727090550541,-32.5549946127287,2.20982687948063,-29.6532521672647,-22.4922133786402,-40.4206428005654,-68.7488673940094,-110.118006304177,9.28731193342325,17.6240542564584,-126.273137873146,-66.7610106897324,-90.12866182637,-3.73562842606802,-39.3998950647516,-44.0238663825626,-38.5510466352438,62.6096362366179,375.947212183661,-32.334500165962,-40.8856813894549,-101.345487515538,-89.6600522077803,27.6381281266958,-15.6945402096144,NA,-6.46848425165629,16.2131153845482,-100.503434811266,101.243682688577,-115.573477172596,-47.333137196109,-49.5740872676768,NA,-60.4224017663045,-2.60423302009031,104.807153462763,-65.3338704853884,24.3809853385689,-30.9835275483652,-59.1111659989138,-163.810967318179,-43.3182854657699,-62.1542487197448,-5.14925294625972,-47.9814395063343,-45.296184042359,411.131339299664,108.465588029989,NA,NA,NA,NA,NA
"161","able",88.450548266723,191.074755272469,-79.6484786461356,-27.263983586166,-59.1273721010439,-74.9954143878838,-118.847722369594,88.9447914610416,-35.9603641754439,13.1298516132043,-142.609277347704,NA,7.0218042500293,63.2356564388049,99.1998965296565,4.05721037834997,-10.3778262443854,-90.7997504208147,78.3349171431592,-80.8440548522186,-33.8082737253908,-2.14695438704165,-102.229402281485,70.8008662724946,NA,175.701877669089,23.6103864948735,14.0277435597603,66.2298903184393,-27.4251380412818,-56.2694403629754,14.1387703823254,-46.2124812213184,-28.0844385470694,-68.1003988494756,-35.727090550541,158.445005387271,311.209826879481,704.346747832735,-35.4922133786402,84.5793571994347,-94.7488673940094,-51.1180063041766,-83.7126880665767,-1.37594574354162,-102.273137873146,-35.7610106897324,-21.12866182637,73.264371573932,-7.39989506475164,-52.0238663825626,-46.5510466352438,79.6096362366179,-154.052787816339,-0.334500165961954,26.1143186105451,-39.3454875155384,28.3399477922197,85.6381281266958,-25.6945402096144,NA,-46.4684842516563,-15.7868846154518,-86.5034348112658,29.2436826885767,-143.573477172596,-13.333137196109,-50.5740872676768,NA,-60.4224017663045,-31.6042330200903,201.807153462763,-85.3338704853884,-39.6190146614311,-0.983527548365205,-46.1111659989138,26.1890326818209,-66.3182854657699,-143.154248719745,-85.1492529462597,38.0185604936657,-76.296184042359,53.131339299664,-11.5344119700106,NA,NA,201.967213114753,NA,NA
"162","to",106.71778403089,207.933114617465,-46.8825670207809,18.851987562765,-60.6870265322408,4.15213770521724,124.121024569552,209.120769497274,-52.4829306036321,51.0868594552619,-117.483762304674,NA,-148.421773398099,57.4282181057192,111.970357878939,3.62516889827902,-88.886612077728,107.7817637563,352.026766986384,-98.850675364915,132.48666165265,-1.31112596716571,411.208339889215,81.8748430149722,NA,-135.997289665715,48.7791681587355,-85.6972099434983,66.184605509196,-21.4182734361396,-36.307714246929,-17.8848844365666,-76.4357914406293,-19.6763948243502,-34.5094188990635,-6.76898884115382,-19.02259974715,6.38335340006015,18.2740019541897,-31.8135891151398,-26.59603120395,-75.8166573858285,-34.7780517623132,55.8671007033496,61.8256192389258,-91.1485906059013,-60.9415146330111,-83.233363730275,-19.0859952792778,-40.2915748566367,-32.545516918167,-41.1472050080138,-7.31757450631732,-69.8219297711873,399.25249015052,140.641205084494,6.86721410648196,-10.7257077358831,-58.7913725234596,-6.58378497638348,NA,-71.617063336726,-15.7775377101392,211.536257145918,71.8673142661066,46.4771958002379,1.03605981284143,-60.5005403447399,NA,-54.7997801616646,-52.3706633164526,101.517740210133,-107.301746778541,-46.5476567134665,18.1789775112821,3.13147971533818,371.291560903344,-49.2240148106328,-69.5650397594313,31.6312948514033,-29.3920068497629,-25.5622589570371,-30.8728152443976,318.622781925091,NA,NA,NA,NA,NA
"163","tolerate",-51.083923261611,-49.6419634175242,45.819698103155,40.5040741159721,-88.0080632386499,-139.290518574086,-115.785216247887,-111.407164611424,-87.9152313190675,44.2158359290892,-216.860307433765,NA,289.908959546286,47.8505331049762,71.658973831091,-44.0787066615081,-70.3602545777004,-135.962778775044,NA,-116.830813826826,380.601855518527,-4.81861122679354,-165.104886622884,-91.3470872124606,NA,-64.8997876613019,20.2728231671493,71.4776505662774,34.3204599369261,-16.4388672515662,-63.1928925950683,6.18608002010928,134.234139217304,-12.9005259925077,-79.2823587502999,-132.643293969315,-44.619784343886,5.86277383832159,-158.507760410174,81.1505380943589,141.930134006204,-124.613287410371,-139.797915387903,15.1277343935706,20.2209242915235,-156.522232407636,-110.400002803175,128.08074198144,-23.0348947196484,-61.6165354809815,-58.9805653113539,-49.358729889704,207.464057722488,-171.514503906644,-96.5084807989263,13.0605456626465,-98.7708907595791,-2.52874115157484,-99.5028705729933,-53.9160506760762,NA,-176.171326081517,-48.805578426077,-69.5828187256344,-40.0035804664831,-163.674823118264,32.9284687859902,-7.72118111355046,NA,-91.6676449755843,-26.0713724273657,134.385979968021,-71.3981178990829,-65.7617305573604,-19.3085376676598,-55.5964574274179,-114.016023761226,-47.5068267760441,-151.332666640372,33.2896514584143,-68.160304819477,-61.7640342130026,-45.8603516122127,-21.8487997602135,NA,NA,NA,NA,NA
"164","the",-74.9158338511934,-45.9960650550329,105.234477166542,31.7940019882995,433.092800683358,-10.9216383413333,199.136651099979,-75.967219520842,-79.721647389538,16.1083555342331,-110.046519826189,NA,42.3000154259652,75.831937272262,118.085127204298,-7.65881036168551,121.867780838943,-127.508993332258,-59.8191579352282,-101.847365108567,33.8391939636298,-2.22904017710368,119.489468803865,-73.6621453562666,NA,365.852294001687,59.1947773268045,-32.334733191869,26.2072479138177,-24.9217057387107,-45.7885773049522,-9.87305702712059,-45.8241363309739,-43.8804166857098,-47.3049088742696,-77.7480396958474,157.711202820061,9.29659013977039,-20.6896251065375,-151.15290124689,-39.0083370022577,-61.782762389919,-141.448029033245,-11.4227936816136,105.724836747692,-108.710864239524,6.14873733862823,-88.6810127783225,4.58918814732709,44.1542650393058,266.215308349635,-51.8491258216288,63.6460308651503,-126.437358793763,-36.0410050077209,63.3777618475198,-125.239136704528,-38.6928799718317,-0.0766221983819404,3.86083740700107,NA,-4.04277379419112,-15.2822111627955,-116.983588832674,50.5554984773417,-152.548140686179,381.851461308366,-12.0373138062084,NA,-32.6110909639845,11.5125518317285,91.6624468364479,-156.317808631965,16.9166643125512,-26.4022750185416,-35.4898431417878,-161.259703207418,-71.2711501382013,19.140355760412,9.24102095257178,-21.1867231780486,-31.929221499698,-25.3707379723668,63.5441849775402,NA,NA,NA,NA,NA
"165","harsher",-69.4503053795274,-84.712783745026,-26.2973460841677,-20.4379403095624,-33.7878904542484,-41.2167425275355,50.199157221686,-26.3191755933078,-68.6765145331616,110.194339850118,-168.29754991225,NA,-76.8128292777784,69.4468139384333,56.5442045057324,-16.7947274015436,-63.1146474943716,-140.672021686486,NA,NA,-20.7506767924526,-3.90069701685557,774.613984462465,-15.8100988412218,NA,-22.7493713287041,119.85721399908,-63.8848261853519,27.2978175323044,-75.9354349489951,196.287970462955,-9.82574738933669,166.622484107648,-36.6965041311481,-66.4868687750939,99.3357568853782,-44.3535869110967,105.949537098611,-56.5441333494464,-35.5101497738909,-86.6575601954883,4.35281759371929,-197.127938116972,-83.5823712214663,56.3217067827573,-146.959958774013,-52.4902547748144,-82.4716089705126,-45.7100781462533,-26.062375376924,-47.7413905791561,-78.656809076089,38.5004523510208,-159.899074884068,447.785014359315,13.3239888996212,173.335460051431,23.4384310843738,-57.217620898071,-34.3606730594608,NA,-83.7456156240518,-34.3009049734207,-85.0629727470423,21.3082353222819,-7.64948663184688,45.1130672904654,-1.18440765208204,NA,-73.8563341732644,-59.9545875755469,-26.7587266582935,27.6179439543407,-57.2260515833781,-74.7272851378361,106.024865429708,-211.464759650464,-85.4596914484755,-112.038062160215,151.679925357246,-87.3655884911914,-71.3970716703417,116.637571115756,3.22979718733721,NA,NA,NA,NA,NA
"166","conditions",-82.351159025778,-99.5003227625207,-101.9462135222,-53.6118970329589,-71.4484088074529,-117.438070667187,-24.7539631870339,-51.5831426476571,-13.3926648908793,51.2588280870316,-233.985822476795,NA,49.3525371944138,-11.3420285619382,105.888512481808,-37.6466651814372,-115.851468744358,-94.5442929521579,-118.740632386516,-50.8241933141294,-5.69307985951443,-7.65443964666948,-57.5426287935843,-202.421063954938,NA,-121.200620326498,11.1040415032873,-31.7973959304641,-5.63425525383049,-79.4457318567084,-161.154618711115,-17.7902651609988,115.457449436615,-5.30856971522685,-64.8733387007121,-136.601395678703,-75.1521792094647,-59.3107526822579,-146.435014531628,-48.5280861691415,-101.894477590411,8.45450258144796,-174.137869929767,-26.4520543763558,-93.9806406909439,24.3532203251197,-23.2194988598963,-146.814556114655,-69.6845278664387,-84.7248556890964,-63.4589147757495,-94.7625715169341,-15.6087315345763,-137.745361951796,-75.0954711154085,24.5336591886972,-18.9835923815994,63.5369143765279,-0.0733699228378907,-103.026805909307,NA,-121.022746996447,-1.81492533138965,-194.622510682819,-2.62721204401296,-191.725496091098,-143.44072822296,8.20527196351269,NA,-117.290266580224,-63.3049421310035,-74.3246067793496,-219.43024160593,-50.833088505325,-48.471042727307,-98.8391031416699,-9.11855198274871,-112.601097431181,-138.921875600685,84.5091036607513,-34.7497374760484,-83.4979592983245,-82.8561970681511,-62.005993655315,NA,NA,NA,NA,NA
"167","of",-63.2822159691099,-41.0668853825346,-61.8825670207809,-45.148012437235,-2.68702653224085,-26.8478622947828,-16.8789754304476,59.1207694972744,-20.4829306036321,52.0868594552619,-157.483762304673,NA,-21.4217733980989,105.428218105719,69.9703578789392,4.62516889827902,4.11338792227203,-84.2182362437003,-38.9732330136156,277.149324635085,-54.5133383473496,-1.31112596716571,-125.791660110785,-18.1251569850278,NA,-55.9972896657148,-92.2208318412645,-10.6972099434983,210.184605509196,-49.4182734361396,-36.307714246929,6.11511556343344,-1.43579144062933,-11.6763948243502,-74.5094188990635,-87.7689888411538,-27.02259974715,6.38335340006015,-134.72599804581,32.1864108848602,-65.59603120395,17.1833426141715,3.22194823768681,-5.1328992966504,51.8256192389258,52.8514093940987,-28.9415146330111,48.766636269725,-4.08599527927781,7.70842514336328,-26.545516918167,-57.1472050080138,5.68242549368268,-79.8219297711873,-84.7475098494798,26.6412050844944,-71.132785893518,15.2742922641169,-74.7913725234597,23.4162150236165,NA,188.382936663274,-16.7775377101392,-132.463742854082,39.8673142661066,-112.522804199762,-117.963940187159,-3.50054034473993,NA,-44.7997801616646,-21.3706633164526,-65.4822597898667,-107.301746778541,-38.5476567134665,-41.8210224887179,-9.86852028466182,51.291560903344,-70.2240148106328,-47.5650397594313,-72.3687051485967,-17.3920068497629,-12.5622589570371,1.12718475560239,95.6227819250909,NA,NA,NA,NA,NA
"168","the",29.0841661488065,-53.9960650550329,-70.7655228334582,-32.2059980117005,10.0928006833576,-74.9216383413333,-0.86334890002086,84.032780479158,-48.721647389538,48.1083555342331,-117.046519826189,NA,8.30001542596521,75.831937272262,119.085127204298,-7.65881036168551,309.867780838943,-127.508993332258,340.180842064772,-77.8473651085668,-92.1608060363702,14.7709598228963,156.489468803865,-103.662145356267,NA,107.852294001687,59.1947773268045,71.665266808131,42.2072479138177,159.078294261289,-46.7885773049522,22.1269429728794,-96.8241363309739,-19.8804166857098,-79.3049088742696,90.2519603041526,-32.2887971799393,-13.7034098602296,-20.6896251065375,-51.15290124689,-54.0083370022577,71.217237610081,-82.4480290332449,-47.4227936816136,-44.2751632523079,163.289135760476,6.14873733862823,0.318987221677464,-11.4108118526729,-35.8457349606942,-32.7846916503648,-75.8491258216288,-8.3539691348497,-204.437358793763,-114.041005007721,29.3777618475197,-32.2391367045282,-12.6928799718317,79.9233778016181,-6.13916259299893,NA,-124.042773794191,-15.2822111627955,-148.983588832674,26.5554984773417,-74.5481406861791,220.851461308366,20.9626861937916,NA,-32.6110909639845,-43.4874481682715,84.6624468364479,-136.317808631965,-47.0833356874488,-46.4022750185416,-41.4898431417878,-131.259703207418,-58.2711501382013,-98.8596442395881,-6.75897904742822,-36.1867231780486,49.070778500302,110.629262027633,62.5441849775402,NA,NA,NA,NA,NA
"169","northern",14.916076738389,-79.6419634175242,-82.180301896845,-39.4959258840279,115.99193676135,-59.290518574086,-52.7852162478873,-41.4071646114242,-47.9152313190675,12.2158359290892,-113.860307433765,NA,18.9089595462857,39.8505331049762,81.658973831091,-21.0787066615081,624.6397454223,-23.9627787750435,NA,-132.830813826826,-88.3981444814732,-4.81861122679354,642.895113377116,58.6529127875394,NA,207.100212338698,67.2728231671493,-61.5223494337226,-5.67954006307388,-39.4388672515662,-93.1928925950683,6.18608002010928,-72.7658607826964,-12.9005259925077,-119.2823587503,-27.6432939693154,-53.619784343886,41.8627738383216,178.492239589826,-42.8494619056411,-101.069865993796,-91.6132874103712,5.20208461209668,-106.872265606429,-90.7790757084764,-180.522232407636,-47.400002803175,-130.91925801856,-38.0348947196484,-85.6165354809815,-89.9805653113539,-89.358729889704,100.464057722488,-170.514503906644,NA,NA,-35.7708907595791,142.471258848425,-6.50287057299333,-103.916050676076,NA,-36.1713260815169,30.194421573923,-178.582818725634,7.99641953351693,-89.6748231182638,-31.0715312140098,7.27881888644954,NA,-81.6676449755843,-16.0713724273657,-91.6140200319789,-121.398117899083,-25.7617305573604,-39.3085376676598,-37.5964574274179,-214.016023761226,-108.506826776044,-163.332666640372,-54.7103485415857,-5.16030481947705,8.23596578699735,26.1396483877873,211.151200239787,NA,NA,NA,NA,NA
"170","climate.",140.916076738389,-13.6419634175242,75.819698103155,0.504074115972096,-63.0080632386499,-34.290518574086,25.2147837521127,188.592835388576,-69.9152313190675,74.2158359290892,-40.8603074337649,NA,51.9089595462857,23.8505331049762,120.658973831091,-53.0787066615081,85.6397454222996,-72.9627787750435,-29.0487825432912,3.16918617317418,-57.3981444814732,-6.81861122679354,-132.104886622884,278.652912787539,NA,351.100212338698,193.272823167149,4.47765056627737,-13.6795400630739,-69.4388672515662,155.807107404932,14.1860800201093,122.234139217304,-12.9005259925077,-95.2823587502999,12.3567060306846,162.380215656114,-11.1372261616784,-35.5077604101736,-22.8494619056411,-75.069865993796,27.3867125896288,37.2020846120967,291.127734393571,-79.7790757084765,-172.522232407636,-79.400002803175,72.0807419814399,-38.0348947196484,66.3834645190185,-66.9805653113539,-65.358729889704,-24.5359422775116,-122.514503906644,-96.5084807989263,225.060545662647,-20.7708907595791,66.4712588484252,38.4971294270067,-33.9160506760762,NA,-176.171326081517,-0.805578426077041,414.417181274366,-16.0035804664831,119.325176881736,64.9284687859902,63.2788188864495,NA,-101.667644975584,-50.0713724273658,102.385979968021,-61.3981178990829,-57.7617305573604,-29.3085376676598,-23.5964574274179,-14.0160237612255,-90.5068267760441,-67.3326666403718,41.2896514584143,95.8396951805229,23.2359657869974,-13.8603516122127,335.151200239786,NA,NA,NA,NA,NA
"171","It",-23.2822159691099,173.933114617465,-109.882567020781,-21.148012437235,-56.6870265322408,-59.8478622947828,19.1210245695524,249.120769497274,-22.4829306036321,21.0868594552619,-205.483762304673,NA,57.5782266019011,81.4282181057192,106.970357878939,3.62516889827902,-88.886612077728,44.7817637562997,25.0267669863844,77.149324635085,-54.5133383473496,0.688874032834287,-84.791660110785,-8.12515698502784,NA,-87.9972896657148,94.7791681587355,9.30279005650175,-5.81539449080403,55.5817265638604,-6.30771424692902,-2.88488443656656,-24.4357914406293,-35.6763948243502,-58.5094188990635,-71.7689888411538,-10.02259974715,5.38335340006015,-104.72599804581,-15.8135891151398,120.40396879605,-47.8166573858285,33.2219482376868,-41.1328992966504,191.825619238926,-99.1485906059013,-44.9415146330111,-65.233363730275,11.9140047207222,71.7084251433633,-39.545516918167,-49.1472050080138,24.6824254936827,-65.8219297711872,39.2524901505202,159.641205084494,303.867214106482,-74.7257077358831,93.2086274765403,3.41621502361652,NA,-111.617063336726,-30.7775377101392,55.5362571459185,-64.1326857338934,-163.522804199762,17.0360598128414,140.49945965526,NA,-34.7997801616646,-32.3706633164526,-72.4822597898667,-117.301746778541,276.452343286534,-1.82102248871793,-29.8685202846618,21.291560903344,-32.2240148106328,153.434960240569,679.631294851403,243.607993150237,82.4377410429629,105.127184755602,56.6227819250909,NA,NA,NA,NA,NA
"172","was",-40.9158338511934,24.0039349449671,170.234477166542,8.79400198829948,-29.9071993166424,29.0783616586667,10.1366510999791,4.032780479158,-47.721647389538,32.1083555342331,-294.046519826189,NA,9.30001542596521,51.831937272262,595.085127204298,-15.6588103616855,-3.13221916105671,-96.5089933322575,20.1808420647718,NA,-60.1608060363702,-1.22904017710368,261.489468803865,-83.6621453562666,NA,-68.1477059983127,-33.8052226731955,-49.334733191869,2.20724791381766,1.07829426128932,-15.7885773049522,-0.873057027120591,108.175863669026,-11.8804166857098,-47.3049088742696,-61.7480396958474,-28.2887971799393,-18.7034098602296,-112.689625106538,-31.15290124689,-0.00833700225768738,-39.7827623899189,-124.448029033245,-48.4227936816136,305.724836747692,107.289135760476,22.1487373386282,61.3189872216775,-27.4108118526729,-19.8457349606942,-41.7846916503648,140.150874178371,-8.3539691348497,-82.4373587937633,-144.041005007721,201.37776184752,-1.23913670452822,-96.6928799718317,70.9233778016181,-36.1391625929989,NA,-114.042773794191,-31.2822111627955,-54.9835888326737,-45.4445015226583,-162.548140686179,214.851461308366,68.9626861937917,NA,-32.6110909639845,-28.4874481682715,-7.33755316355207,113.682191368035,NA,3.59772498145843,11.5101568582122,38.7402967925824,-51.2711501382013,-115.859644239588,89.2410209525718,-7.18672317804858,75.0707785003019,-25.3707379723668,-8.45581502245982,NA,NA,NA,NA,NA
"173","shortly",-46.4503053795275,-72.712783745026,84.7026539158323,-29.4379403095624,-80.7878904542484,20.7832574724645,-10.800842778314,-86.3191755933078,-44.6765145331616,0.194339850117992,214.70245008775,NA,53.1871707222216,29.4468139384333,68.5442045057324,-15.7947274015436,-32.1146474943716,-123.672021686486,223.797142378321,30.165875916826,-81.7506767924526,-5.90069701685557,207.613984462465,-5.81009884122182,NA,-4.7493713287041,71.8572139990804,-34.8848261853519,-5.70218246769557,-47.9354349489951,636.287970462955,22.1742526106633,209.622484107648,-28.6965041311481,309.513131224906,-133.664243114622,-52.3535869110967,-15.0504629013886,-119.544133349446,-60.5101497738909,-39.6575601954883,-131.647182406281,-121.127938116972,-73.5823712214663,-122.678293217243,-131.959958774013,-84.4902547748143,-18.4716089705126,-76.7100781462533,133.937624623076,-84.7413905791561,122.343190923911,-51.4995476489792,-188.899074884068,-178.214985640685,65.3239888996212,-13.6645399485689,58.4384310843738,118.782379101929,-54.3606730594608,NA,-23.7456156240518,-2.30090497342074,-7.06297274704228,-18.6917646777181,-115.649486631847,69.1130672904654,46.815592347918,NA,-63.8563341732644,43.0454124244531,-54.7587266582935,-202.382056045659,NA,-4.72728513783612,-37.9751345702919,-131.464759650464,-80.4596914484755,-180.038062160215,151.679925357246,-46.3655884911914,-4.39707167034173,-42.3624288842435,33.2297971873372,NA,NA,NA,NA,NA
"174","thereafter",-91.351159025778,-111.500322762521,-35.9462135221997,-29.6118970329589,-84.4484088074529,NA,55.2460368129661,428.416857352343,-61.3926648908793,20.2588280870316,-209.985822476795,NA,31.3525371944138,44.6579714380618,94.8885124818083,-19.6466651814372,-6.85146874435785,-143.544292952158,-45.7406323865164,-34.8241933141294,-100.693079859514,8.34556035333052,-146.542628793584,-212.421063954938,NA,-121.200620326498,183.104041503287,-55.7973959304641,10.3657447461695,-41.4457318567084,638.845381288885,6.20973483900123,-40.5425505633855,-29.3085697152269,39.1266612992879,-175.601395678703,-61.1521792094647,118.689247317742,-144.435014531628,-42.5280861691415,-35.8944775904113,-153.545497418552,-62.1378699297667,-15.4520543763558,-124.980640690944,-158.64677967488,-69.2194988598963,10.1854438853449,-38.6845278664387,-20.7248556890964,-100.458914775749,-47.7625715169341,31.3912684654237,-153.745361951796,-75.0954711154085,91.5336591886972,13.0164076184006,-26.4630856234721,4.92663007716211,-13.0268059093071,NA,-221.022746996447,-18.8149253313896,-131.622510682819,-18.627212044013,-195.725496091098,112.55927177704,48.2052719635127,NA,-87.2902665802242,-75.3049421310035,-89.3246067793496,-189.43024160593,NA,-48.471042727307,-17.8391031416699,20.8814480172513,-58.6010974311812,-188.921875600685,84.5091036607513,-52.7497374760484,55.5020407016755,-75.8561970681511,-54.005993655315,NA,NA,NA,NA,NA
"175","that",-47.5494517332769,-28.9252447275311,48.3515213538644,-3.26398358616599,-1.12737210104386,573.004585612116,56.1522776304058,38.9447914610416,-51.9603641754439,28.1298516132043,-174.609277347704,NA,25.0218042500293,54.2356564388049,90.1998965296565,2.05721037834997,115.622173755615,-41.7997504208147,102.334917143159,-0.844054852218604,-34.8082737253908,-1.14695438704165,33.7705977185152,-119.199133727505,NA,-31.2981223309105,39.6103864948735,-16.9722564402397,33.2298903184394,507.574861958718,319.730559637025,22.1387703823254,-24.2124812213184,-12.0844385470694,-60.1003988494756,-75.727090550541,-33.5549946127287,-9.79017312051937,-168.653252167265,-10.4922133786402,-20.4206428005653,-62.7488673940094,5.88199369582343,-26.7126880665767,188.624054256458,17.7268621268539,-82.7610106897324,-86.12866182637,-4.73562842606802,-55.3998950647516,-90.0238663825626,-38.5510466352438,-11.3903637633821,-103.052787816339,-78.334500165962,138.114318610545,-39.3454875155384,38.3399477922197,3.63812812669578,24.3054597903856,NA,-56.4684842516563,0.213115384548167,-85.5034348112658,-74.7563173114233,146.426522827404,72.666862803891,117.425912732323,NA,-60.4224017663045,-44.6042330200903,-50.1928465372374,-135.333870485388,NA,-30.9835275483652,3.88883400108616,-33.8109673181791,-49.3182854657699,43.8457512802552,298.85074705374,268.018560493666,-32.296184042359,29.131339299664,95.4655880299894,NA,NA,NA,NA,NA
"176","the",77.0841661488066,-57.9960650550329,-102.765522833458,-0.205998011700513,5.09280068335764,228.078361658667,74.1366510999791,-35.967219520842,-38.721647389538,1.10835553423314,-118.046519826189,NA,56.3000154259652,42.831937272262,190.085127204298,15.3411896383145,121.867780838943,-95.5089933322575,132.180842064772,10.1526348914332,-60.1608060363702,-2.22904017710368,-64.5105311961349,-93.6621453562666,NA,-21.1477059983127,-3.8052226731955,17.665266808131,27.2072479138177,355.078294261289,172.211422695048,14.1269429728794,14.1758636690261,-27.8804166857098,-87.3049088742696,-53.7480396958474,-27.2887971799393,-26.7034098602296,-113.689625106538,-20.15290124689,-37.0083370022577,5.21723761008105,158.551970966755,-20.4227936816136,-85.2751632523079,-117.710864239524,-40.8512626613718,-82.6810127783225,-27.4108118526729,-35.8457349606942,-40.7846916503648,-91.8491258216288,-14.3539691348497,-254.437358793763,-113.041005007721,152.37776184752,45.7608632954718,-54.6928799718317,-32.0766221983819,-56.1391625929989,NA,-64.0427737941911,15.7177888372045,-85.9835888326737,-61.4445015226583,-110.548140686179,86.8514613083662,76.9626861937917,NA,-42.6110909639845,-7.48744816827146,-63.3375531635521,33.6821913680352,NA,-46.4022750185416,-59.4898431417878,-71.2597032074176,-75.2711501382013,-55.859644239588,297.241020952572,-19.1867231780486,250.070778500302,-33.3707379723668,201.54418497754,NA,NA,NA,NA,NA
"177","tulips",-31.816687497444,-39.7836040725277,-2.4143902714903,-25.3799547350969,-31.5677176698469,-58.1429664809849,-29.8164693087407,-81.2311865751913,-41.4377977472557,5.17284377114678,-134.734792390734,NA,-10.5346181018425,34.0430947718905,92.4294351803738,4.48925185842091,194.130959588957,-114.381264597929,-51.356932700066,NA,-14.103209103432,12.0172171930824,-68.6671444521846,-160.273110469983,NA,-104.598954996106,-0.558395168988596,124.752697063019,10.2751751276827,-15.432002646424,142.768833520978,-1.83757479878267,1.0108289979926,-28.4924822697885,-60.6913787998878,-63.6851922599282,-44.0873894783074,-18.9636996410989,-48.5805062887192,-49.1708376421406,-59.2452543971807,18.3189225978097,-140.45796084604,23.7075231634969,-85.577510726009,198.602314859609,-10.5805067464537,-5.02395992246507,-21.3852615728582,-95.5082152728666,-74.5022158469583,-51.9548882624739,227.536846979553,-103.283645861491,-56.9214904824441,89.5874321365958,41.4418108624413,-29.5943966796776,944.067628776851,-34.8052954428453,NA,-91.3199051665866,-16.7962315207644,-116.54312676845,-29.3799488889532,-164.62415014543,56.2976657949406,22.3523658093864,NA,-86.0450233709444,-41.837802723728,-111.903433284608,-173.365994192236,NA,-20.1460326080125,20.6461882868341,-38.9134955397023,-78.412556120907,-94.7434576800583,294.070199256077,276.429127837094,672.969890872319,-25.8645061562744,48.308394134888,NA,NA,NA,NA,NA
